cohort_month,period_number,period_revenue,cumulative_revenue,cohort_size,cumulative_revenue_per_customer
2022-09-01,4,71.9,23552.4,259,90.94
2022-09-01,5,134.98,23687.38,259,91.46
2022-09-01,7,268.99,23956.37,259,92.5
2022-09-01,8,227.41,24183.78,259,93.37
2022-09-01,9,214.5,24398.28,259,94.2
2022-09-01,10,298.49,24696.77,259,95.35
2022-09-01,12,16.08,24712.85,259,95.42
2022-09-01,14,20,24732.85,259,95.49
2022-09-01,15,36,24768.85,259,95.63
2022-09-01,16,170.09,24938.94,259,96.29
2022-09-01,17,160.85,25099.79,259,96.91
2022-09-01,18,34.99,25134.78,259,97.05
2022-09-01,20,18.99,25153.77,259,97.12
2022-09-01,23,208.49,25362.26,259,97.92
2022-09-01,24,192.75,25555.01,259,98.67
2022-09-01,25,212.74,25767.75,259,99.49
2022-09-01,26,192.7,25960.45,259,100.23
2022-10-01,0,20051.41,20051.41,245,81.84
2022-10-01,1,1463.39,21514.8,245,87.82
2022-10-01,2,359.13,21873.93,245,89.28
2022-10-01,3,71.95,21945.88,245,89.58
2022-10-01,5,233.99,22179.87,245,90.53
2022-10-01,9,71.95,22251.82,245,90.82
2022-10-01,10,144.95,22396.77,245,91.42
2022-10-01,11,78,22474.77,245,91.73
2022-10-01,13,49.9,22524.67,245,91.94
2022-10-01,15,21.5,22546.17,245,92.03
2022-10-01,16,289.89,22836.06,245,93.21
2022-10-01,18,68.95,22905.01,245,93.49
2022-10-01,21,72.5,22977.51,245,93.79
2022-10-01,22,54.99,23032.5,245,94.01
2022-10-01,25,39.71,23072.21,245,94.17
2022-10-01,26,36.95,23109.16,245,94.32
2022-10-01,27,50,23159.16,245,94.53
2022-11-01,0,20545.25,20545.25,251,81.85
2022-11-01,1,552.8,21098.05,251,84.06
2022-11-01,2,173.2,21271.25,251,84.75
2022-11-01,4,221.96,21493.21,251,85.63
2022-11-01,6,35.41,21528.62,251,85.77
2022-11-01,8,180.45,21709.07,251,86.49
2022-11-01,9,166.93,21876,251,87.16
2022-11-01,10,13.5,21889.5,251,87.21
2022-11-01,11,394.95,22284.45,251,88.78
2022-11-01,12,19.99,22304.44,251,88.86
2022-11-01,13,11.99,22316.43,251,88.91
2022-11-01,15,40,22356.43,251,89.07
2022-11-01,16,109.89,22466.32,251,89.51
2022-11-01,18,55.5,22521.82,251,89.73
2022-11-01,19,421.83,22943.65,251,91.41
2022-11-01,21,481.9,23425.55,251,93.33
2022-11-01,22,23.42,23448.97,251,93.42
2022-11-01,23,288.42,23737.39,251,94.57
2022-11-01,25,219.5,23956.89,251,95.45
2022-12-01,0,24389.77,24389.77,301,81.03
2022-12-01,1,417.76,24807.53,301,82.42
2022-12-01,2,293.84,25101.37,301,83.39
2022-12-01,3,28.99,25130.36,301,83.49
2022-12-01,4,66,25196.36,301,83.71
2022-12-01,6,33,25229.36,301,83.82
2022-12-01,7,4.99,25234.35,301,83.84
2022-12-01,8,76.77,25311.12,301,84.09
2022-12-01,9,287.99,25599.11,301,85.05
2022-12-01,10,281.43,25880.54,301,85.98
2022-12-01,11,13.71,25894.25,301,86.03
2022-12-01,13,150.99,26045.24,301,86.53
2022-12-01,14,169.4,26214.64,301,87.09
2022-12-01,15,98,26312.64,301,87.42
2022-12-01,16,95.53,26408.17,301,87.73
2022-12-01,17,25,26433.17,301,87.82
2022-12-01,18,111,26544.17,301,88.19
2022-12-01,19,16,26560.17,301,88.24
2022-12-01,20,440,27000.17,301,89.7
2022-12-01,22,529.34,27529.51,301,91.46
2022-12-01,23,130.98,27660.49,301,91.9
2022-12-01,24,115.88,27776.37,301,92.28
2023-01-01,0,22958.97,22958.97,258,88.99
2023-01-01,1,715.26,23674.23,258,91.76
2023-01-01,3,184.99,23859.22,258,92.48
2023-01-01,6,24.99,23884.21,258,92.57
2023-01-01,7,28,23912.21,258,92.68
2023-01-01,8,427.18,24339.39,258,94.34
2023-01-01,9,45.93,24385.32,258,94.52
2023-01-01,11,59.5,24444.82,258,94.75
2023-01-01,13,90.22,24535.04,258,95.1
2023-01-01,14,332.41,24867.45,258,96.39
2023-01-01,16,171.49,25038.94,258,97.05
2023-01-01,17,41.93,25080.87,258,97.21
2023-01-01,18,55,25135.87,258,97.43
2023-01-01,21,180.98,25316.85,258,98.13
2023-01-01,22,209.57,25526.42,258,98.94
2023-02-01,0,21273.74,21273.74,255,83.43
2023-02-01,1,895.26,22169,255,86.94
2023-02-01,4,57,22226,255,87.16
2023-02-01,6,39.99,22265.99,255,87.32
2023-02-01,7,52.95,22318.94,255,87.53
2023-02-01,8,126.97,22445.91,255,88.02
2023-02-01,10,12.98,22458.89,255,88.07
2023-02-01,11,54.5,22513.39,255,88.29
2023-02-01,12,28.6,22541.99,255,88.4
2023-02-01,13,12.95,22554.94,255,88.45
2023-02-01,16,109,22663.94,255,88.88
2023-02-01,17,89,22752.94,255,89.23
2023-02-01,18,242.47,22995.41,255,90.18
2023-02-01,19,159.09,23154.5,255,90.8
2023-02-01,20,106.95,23261.45,255,91.22
2023-02-01,22,153.31,23414.76,255,91.82
2023-03-01,0,25394.39,25394.39,275,92.34
2023-03-01,1,1498.06,26892.45,275,97.79
2023-03-01,2,442.07,27334.52,275,99.4
2023-03-01,3,248,27582.52,275,100.3
2023-03-01,4,109.1,27691.62,275,100.7
2023-03-01,5,117.99,27809.61,275,101.13
2023-03-01,6,42.95,27852.56,275,101.28
2023-03-01,7,26.99,27879.55,275,101.38
2023-03-01,8,89.95,27969.5,275,101.71
2023-03-01,9,201.95,28171.45,275,102.44
2023-03-01,10,294.92,28466.37,275,103.51
2023-03-01,11,35,28501.37,275,103.64
2023-03-01,12,78.99,28580.36,275,103.93
2023-03-01,13,124.85,28705.21,275,104.38
2023-03-01,14,191.45,28896.66,275,105.08
2023-03-01,15,29.58,28926.24,275,105.19
2023-03-01,16,188.51,29114.75,275,105.87
2023-03-01,18,168,29282.75,275,106.48
2023-03-01,19,25,29307.75,275,106.57
2023-03-01,20,363.92,29671.67,275,107.9
2023-03-01,21,12,29683.67,275,107.94
2023-04-01,0,22028.22,22028.22,267,82.5
2023-04-01,1,1428.08,23456.3,267,87.85
2023-04-01,2,10.72,23467.02,267,87.89
2023-04-01,3,20,23487.02,267,87.97
2023-04-01,4,396.13,23883.15,267,89.45
2023-04-01,5,78.91,23962.06,267,89.75
2023-04-01,6,92.95,24055.01,267,90.09
2023-04-01,7,32,24087.01,267,90.21
2023-04-01,10,6.99,24094,267,90.24
2023-04-01,11,188.92,24282.92,267,90.95
2023-04-01,12,84,24366.92,267,91.26
2023-04-01,13,119,24485.92,267,91.71
2023-04-01,15,119.38,24605.3,267,92.15
2023-04-01,17,247.44,24852.74,267,93.08
2023-04-01,18,106.97,24959.71,267,93.48
2023-04-01,19,68.99,25028.7,267,93.74
2023-04-01,20,65.44,25094.14,267,93.99
2023-05-01,0,27983.41,27983.41,363,77.09
2023-05-01,1,1745.87,29729.28,363,81.9
2023-05-01,2,308.99,30038.27,363,82.75
2023-05-01,3,451.98,30490.25,363,84
2023-05-01,4,352.99,30843.24,363,84.97
2023-05-01,6,119.26,30962.5,363,85.3
2023-05-01,8,461.95,31424.45,363,86.57
2023-05-01,9,15.28,31439.73,363,86.61
2023-05-01,10,25,31464.73,363,86.68
2023-05-01,11,297.45,31762.18,363,87.5
2023-05-01,13,119.59,31881.77,363,87.83
2023-05-01,14,547.21,32428.98,363,89.34
2023-05-01,15,282.95,32711.93,363,90.12
2023-05-01,16,135.62,32847.55,363,90.49
2023-05-01,18,53.95,32901.5,363,90.64
2023-05-01,19,228.95,33130.45,363,91.27
2023-06-01,0,25770.42,25770.42,302,85.33
2023-06-01,1,887.67,26658.09,302,88.27
2023-06-01,2,125.68,26783.77,302,88.69
2023-06-01,3,84.99,26868.76,302,88.97
2023-06-01,4,39.99,26908.75,302,89.1
2023-06-01,5,144.9,27053.65,302,89.58
2023-06-01,6,57,27110.65,302,89.77
2023-06-01,8,19.99,27130.64,302,89.84
2023-06-01,10,208.32,27338.96,302,90.53
2023-06-01,11,171.83,27510.79,302,91.1
2023-06-01,13,92.48,27603.27,302,91.4
2023-06-01,15,213.8,27817.07,302,92.11
2023-06-01,17,397.94,28215.01,302,93.43
2023-06-01,18,39.99,28255,302,93.56
2023-07-01,0,29077.73,29077.73,354,82.14
2023-07-01,1,809.84,29887.57,354,84.43
2023-07-01,2,55,29942.57,354,84.58
2023-07-01,3,79.5,30022.07,354,84.81
2023-07-01,4,129.98,30152.05,354,85.18
2023-07-01,5,431.17,30583.22,354,86.39
2023-07-01,6,309.49,30892.71,354,87.27
2023-07-01,7,20.29,30913,354,87.32
2023-07-01,8,30,30943,354,87.41
2023-07-01,9,262.38,31205.38,354,88.15
2023-07-01,11,50.07,31255.45,354,88.29
2023-07-01,12,157.93,31413.38,354,88.74
2023-07-01,13,15.9,31429.28,354,88.78
2023-07-01,14,391.34,31820.62,354,89.89
2023-07-01,17,91.95,31912.57,354,90.15
2023-08-01,0,26873.3,26873.3,320,83.98
2023-08-01,1,1520.08,28393.38,320,88.73
2023-08-01,2,120.34,28513.72,320,89.11
2023-08-01,3,6.95,28520.67,320,89.13
2023-08-01,4,52,28572.67,320,89.29
2023-08-01,5,228.48,28801.15,320,90
2023-08-01,6,32.98,28834.13,320,90.11
2023-08-01,10,642.94,29477.07,320,92.12
2023-08-01,11,159.83,29636.9,320,92.62
2023-08-01,12,247.14,29884.04,320,93.39
2023-08-01,13,19.99,29904.03,320,93.45
2023-08-01,15,45,29949.03,320,93.59
2023-08-01,16,217.57,30166.6,320,94.27
2023-09-01,0,27009.75,27009.75,327,82.6
2023-09-01,1,451.99,27461.74,327,83.98
2023-09-01,2,264.61,27726.35,327,84.79
2023-09-01,3,155.85,27882.2,327,85.27
2023-09-01,5,50.49,27932.69,327,85.42
2023-09-01,6,95,28027.69,327,85.71
2023-09-01,8,250.24,28277.93,327,86.48
2023-09-01,9,61.98,28339.91,327,86.67
2023-09-01,10,24.78,28364.69,327,86.74
2023-09-01,12,310.89,28675.58,327,87.69
2023-09-01,13,42,28717.58,327,87.82
2023-09-01,14,381.86,29099.44,327,88.99
2023-09-01,15,64.46,29163.9,327,89.19
2023-10-01,0,29327.04,29327.04,362,81.01
2023-10-01,1,1055.06,30382.1,362,83.93
2023-10-01,2,686.45,31068.55,362,85.82
2023-10-01,3,225.5,31294.05,362,86.45
2023-10-01,4,74.34,31368.39,362,86.65
2023-10-01,5,86.44,31454.83,362,86.89
2023-10-01,6,9,31463.83,362,86.92
2023-10-01,7,125,31588.83,362,87.26
2023-10-01,8,87.96,31676.79,362,87.5
2023-10-01,9,446.31,32123.1,362,88.74
2023-10-01,10,6,32129.1,362,88.75
2023-10-01,12,717.47,32846.57,362,90.74
2023-10-01,14,50.65,32897.22,362,90.88
2023-11-01,0,28977.94,28977.94,355,81.63
2023-11-01,1,1214.3,30192.24,355,85.05
2023-11-01,2,110.99,30303.23,355,85.36
2023-11-01,3,693.4,30996.63,355,87.31
2023-11-01,4,16.95,31013.58,355,87.36
2023-11-01,5,400.34,31413.92,355,88.49
2023-11-01,7,314.95,31728.87,355,89.38
2023-11-01,8,129.99,31858.86,355,89.74
2023-11-01,9,259,32117.86,355,90.47
2023-11-01,10,18.7,32136.56,355,90.53
2023-11-01,11,35,32171.56,355,90.62
2023-11-01,12,194.95,32366.51,355,91.17
2023-11-01,13,82.91,32449.42,355,91.41
2023-12-01,0,34793.75,34793.75,430,80.92
2023-12-01,1,1366.51,36160.26,430,84.09
2023-12-01,2,301.27,36461.53,430,84.79
2023-12-01,3,252.89,36714.42,430,85.38
2023-12-01,4,210.39,36924.81,430,85.87
2023-12-01,5,255.5,37180.31,430,86.47
2023-12-01,7,160.73,37341.04,430,86.84
2023-12-01,8,534.4,37875.44,430,88.08
2023-12-01,9,112.68,37988.12,430,88.34
2023-12-01,10,184.98,38173.1,430,88.77
2023-12-01,11,89,38262.1,430,88.98
2023-12-01,12,117.95,38380.05,430,89.26
2024-01-01,0,34208.89,34208.89,410,83.44
2024-01-01,1,1978.34,36187.23,410,88.26
2024-01-01,2,42.31,36229.54,410,88.36
2024-01-01,3,347.34,36576.88,410,89.21
2024-01-01,5,207,36783.88,410,89.72
2024-01-01,6,60.77,36844.65,410,89.87
2024-01-01,7,953.37,37798.02,410,92.19
2024-01-01,8,89.79,37887.81,410,92.41
2024-01-01,11,119.98,38007.79,410,92.7
2024-02-01,0,30563.55,30563.55,378,80.86
2024-02-01,1,1060.43,31623.98,378,83.66
2024-02-01,3,11.95,31635.93,378,83.69
2024-02-01,4,123.6,31759.53,378,84.02
2024-02-01,5,324.71,32084.24,378,84.88
2024-02-01,6,208.25,32292.49,378,85.43
2024-02-01,7,353.15,32645.64,378,86.36
2024-02-01,9,21.99,32667.63,378,86.42
2024-02-01,10,100.5,32768.13,378,86.69
2024-03-01,0,34697.96,34697.96,430,80.69
2024-03-01,1,1330.4,36028.36,430,83.79
2024-03-01,2,87.4,36115.76,430,83.99
2024-03-01,3,399.68,36515.44,430,84.92
2024-03-01,4,88.98,36604.42,430,85.13
2024-03-01,5,90.92,36695.34,430,85.34
2024-03-01,6,219.46,36914.8,430,85.85
2024-03-01,7,19.98,36934.78,430,85.89
2024-03-01,8,169.13,37103.91,430,86.29
2024-03-01,9,204.94,37308.85,430,86.76
2024-03-01,10,197,37505.85,430,87.22
2024-04-01,0,34737.65,34737.65,388,89.53
2024-04-01,1,1507.16,36244.81,388,93.41
2024-04-01,2,123.26,36368.07,388,93.73
2024-04-01,3,316.24,36684.31,388,94.55
2024-04-01,4,93.39,36777.7,388,94.79
2024-04-01,6,104.75,36882.45,388,95.06
2024-04-01,7,198,37080.45,388,95.57
2024-04-01,8,217.29,37297.74,388,96.13
2024-04-01,9,306,37603.74,388,96.92
2024-05-01,0,34337.78,34337.78,431,79.67
2024-05-01,1,1815.44,36153.22,431,83.88
2024-05-01,2,96.95,36250.17,431,84.11
2024-05-01,3,158.81,36408.98,431,84.48
2024-05-01,4,67.99,36476.97,431,84.63
2024-05-01,5,139,36615.97,431,84.96
2024-05-01,6,216.88,36832.85,431,85.46
2024-05-01,7,80.94,36913.79,431,85.65
2024-06-01,0,36435.31,36435.31,432,84.34
2024-06-01,1,1576.62,38011.93,432,87.99
2024-06-01,2,235.4,38247.33,432,88.54
2024-06-01,4,412.8,38660.13,432,89.49
2024-06-01,5,164.93,38825.06,432,89.87
2024-06-01,6,381,39206.06,432,90.75
2024-07-01,0,35664.68,35664.68,445,80.15
2024-07-01,1,1581.25,37245.93,445,83.7
2024-07-01,2,790.54,38036.47,445,85.48
2024-07-01,3,222.08,38258.55,445,85.97
2024-07-01,4,147.63,38406.18,445,86.31
2024-07-01,5,279.9,38686.08,445,86.94
2024-08-01,0,40337.74,40337.74,487,82.83
2024-08-01,1,1437.57,41775.31,487,85.78
2024-08-01,2,382.45,42157.76,487,86.57
2024-08-01,3,124.82,42282.58,487,86.82
2024-08-01,4,219.28,42501.86,487,87.27
2024-09-01,0,38513.55,38513.55,481,80.07
2024-09-01,1,1561.97,40075.52,481,83.32
2024-09-01,2,398.49,40474.01,481,84.15
2024-09-01,3,118.99,40593,481,84.39
2024-10-01,0,39920.36,39920.36,514,77.67
2024-10-01,1,678.75,40599.11,514,78.99
2024-10-01,2,281.19,40880.3,514,79.53
2024-11-01,0,46306.63,46306.63,544,85.12
2024-11-01,1,2695.49,49002.12,544,90.08
2024-12-01,0,47454,47454,550,86.28
2024-12-01,1,1001.38,48455.38,550,88.1
