cip4,R,I,A,S,E,C,n_socs,coverage_pct
30.49,2.738943824741232,6.142757712792684,2.1741617927846453,3.0710017083710186,3.7456171239071447,4.554413023816701,6,100.0
30.50,3.080724047578654,5.890798884050596,2.4416316989952684,4.08309129295557,3.418371317084205,4.396152236611434,6,100.0
30.51,3.1434527589017534,3.803794238571937,1.4873836703998413,2.8070394437614548,5.570870428662136,5.224646609295561,7,100.0
30.52,3.1308500501388643,3.615997162648626,1.5735664212866045,3.0197834093503206,5.553770119085578,5.234332506157608,5,83.33333333333333
30.53,1.6190061675882603,3.2737886005954917,2.5271473840918763,6.174058911101659,4.647390684814972,3.6558789876648237,5,62.5
30.70,3.162576213582294,5.6775720646344645,2.105588975962598,2.0205851762730767,2.8562592568505814,5.6745072386795155,7,87.5
30.71,1.3276920847023812,4.469549191235323,2.0234657809780763,2.713345354240808,5.227852541556227,5.4885006119285,8,88.88888888888889
31.01,3.19,4.69,3.36,7.0,2.55,3.67,1,100.0
31.03,3.2526144723247694,2.2276013454056818,1.4125361352610994,2.9913899109067303,5.913520043397512,4.947891431683082,5,100.0
31.05,4.726956528373285,2.5651641057723116,2.3343625738132663,5.399273234966508,4.232645986236783,3.309457863496956,7,100.0
31.06,3.553946878028176,1.76088180485502,2.7593800780182374,4.7846746341342214,5.084320322011578,3.7506199219817624,2,100.0
38.00,2.46,5.14,3.76,7.0,2.77,3.48,1,100.0
38.01,2.8392221900627117,5.785845248432224,2.563360540279788,4.419222190062712,3.512586975397974,4.291458176555715,4,100.0
38.02,2.668977378370003,5.200213820886272,3.7883359157111864,6.971664084288813,2.8514657576696623,3.3206104741245737,2,100.0
38.99,2.46,5.14,3.76,7.0,2.77,3.48,1,100.0
39.02,1.7193002364066192,3.907191489361702,3.5672151300236408,7.0,4.489843971631206,3.317654846335697,2,100.0
39.03,1.7193002364066192,3.907191489361702,3.5672151300236408,7.0,4.489843971631206,3.317654846335697,2,66.66666666666667
39.04,1.7193002364066192,3.907191489361702,3.5672151300236408,7.0,4.489843971631206,3.317654846335697,2,100.0
39.05,1.7984532308255536,3.53993410214168,4.341995240710233,6.106227347611203,4.564360241625481,3.1624510342302763,3,75.0
39.06,2.1950633552965026,2.9101165737455648,3.5245007602635576,6.197830714647744,3.800309173846934,3.0457982767359355,2,66.66666666666667
39.07,1.9395736202430762,2.8673341303048416,3.4936082885036863,6.369324566646743,4.304781829049611,3.0702131898784617,3,50.0
39.08,2.961321538851555,3.9137936007247918,1.4160916337310543,2.6585889219976644,5.504910917999675,5.373111095872764,4,80.0
40.01,2.746619539064209,3.419235021575295,3.6172721668754595,6.663311062061285,3.0358217502833624,3.6779108751416807,2,100.0
40.02,3.3953220460449702,6.024811654573144,2.3212290602884535,3.4773880229329035,3.706871136791185,4.322480515990325,5,100.0
40.04,3.695394137710141,5.446234699354214,1.9378503782960232,2.6214970827057256,3.4098717083051993,4.8070170882459875,4,100.0
40.05,3.075617010395858,4.489849903419896,2.8163690679719973,4.52296147368642,2.9134558430963224,4.49299787868699,14,100.0
40.06,3.7616578351188417,5.948809852935531,2.2070316399800327,3.3634174250278384,3.3812953576776863,4.3076811427254915,7,100.0
40.08,2.796865727637365,3.511273951591991,3.598162382552372,6.5762881584101605,3.0057532648095733,3.697301256268931,4,100.0
40.10,4.063483195819067,5.5571720082072,2.1396195126818713,2.6051369218008444,3.8254777451402275,4.358383505771857,7,87.5
40.11,3.3953220460449702,6.024811654573144,2.3212290602884535,3.4773880229329035,3.706871136791185,4.322480515990325,5,100.0
40.99,3.277565276090185,5.899345213986769,1.9817491562035914,2.7516600513028218,3.9239594977723775,4.474992304576751,2,66.66666666666667
41.00,4.7505556216537785,4.797127900059488,1.5165591909577634,1.382745984533016,2.0103140987507437,5.575759666864961,3,100.0
41.01,5.6,5.36,1.2,1.9699999999999998,1.31,5.62,1,100.0
41.02,5.668552519214347,3.8259094790777115,1.0,1.965136635354398,2.2393723313407343,5.216729291204099,2,100.0
41.03,5.7972262818734,4.334601794468597,1.249292079055283,1.3811738044584219,1.4657025252058091,5.019545832947923,7,100.0
41.99,5.095008911211926,5.053326312378483,1.4251174659753727,1.5573760531432275,1.799606286454958,5.369696208684381,4,100.0
42.01,2.9243497246493253,3.958558844698872,1.6095475126376757,3.2258986977335873,5.232441749522948,5.115533063004253,6,100.0
42.27,2.8535643389762195,4.459350715437323,2.2196713673921806,4.548796231358323,3.7921488966142687,4.394787963522774,10,90.9090909090909
42.28,1.8163086473419132,3.692940238943104,1.9443460809923938,4.117724345531261,5.0417634719810085,5.0624050992332945,15,93.75
42.99,3.14916541131937,3.6856908272738687,1.4421864287300714,2.9015821238544954,5.644617457052638,5.247918127214964,3,100.0
43.01,4.367343811443164,2.8259519606115884,1.2731839316551214,3.240266276251054,3.9844804158101472,4.940920145275948,19,95.0
43.02,4.377123900029257,3.2925365719172683,1.418685577161119,3.2652857392028447,4.754723938289109,4.612921533544888,6,100.0
43.03,3.3503902863740467,3.175626407737588,1.223691972820018,2.9383759771355025,6.0737682130486625,5.303968390967767,5,55.55555555555556
43.04,2.7114485728367366,3.652890619556258,1.2407335296267028,2.446982312352886,4.243242779208199,5.959708992955533,16,84.21052631578948
44.00,1.1916728792499718,2.6012639783124367,2.1014179212857624,5.881800358232076,4.669925449000339,4.456436559035678,2,66.66666666666667
44.02,1.0,2.2943860696517415,1.7947425728500355,4.999091115849324,5.615080312722104,5.147337882018479,2,66.66666666666667
44.04,2.481186171527005,2.6455727066552166,1.4047675865385405,3.245797110653186,6.710832624013982,5.234553312063231,10,100.0
44.05,2.42283651033166,4.394521602562128,2.062957431301902,5.030345004567899,4.513214875948224,4.610459766575309,8,100.0
44.07,1.6640606244201679,3.5158931783327336,2.6930369956642743,6.4704212658803035,3.5670180055663896,3.5481972660317704,7,77.77777777777777
45.01,2.7549103028850994,3.405373059441591,3.3964427667649315,6.134570403511148,3.2342807997999974,4.009074538970892,10,90.9090909090909
45.02,3.476200756072432,4.26255521212923,1.5560440494373553,2.7683756469310112,5.057545370359235,5.024741568349189,6,100.0
45.03,3.239764642644107,3.5292710093934967,1.2994886423895704,2.606481057543122,5.887064693913343,5.382837351320506,4,100.0
45.04,3.3276789334129706,3.713567808727444,1.3629599916743589,2.5991967566197896,5.442045392843569,5.3563369667517335,5,100.0
45.05,3.2287710260313003,3.6358361628224642,1.339010459352925,2.597957450337587,5.7420732349841925,5.351124380439449,4,100.0
45.06,2.226232783082372,3.8840360942537786,2.760976931344053,4.197164055793745,4.361093574882228,4.553681422873963,9,100.0
45.07,3.475426522585891,3.5596472195435562,1.3549981091761678,2.438790298182918,5.468448437234103,5.431346739274303,5,100.0
45.09,3.174507363807777,3.5487566630994243,1.3322387504459055,2.6793518829944447,5.877132854303623,5.34775594965092,3,100.0
45.10,2.880091430446488,3.4248018509817966,2.8268343326546894,5.292626611778568,3.990727118151106,4.296693383597706,7,100.0
45.11,3.167949306833518,3.6474601889338736,1.3292101091890565,2.647059207459207,5.715321015826278,5.405383241320084,4,80.0
45.12,3.220533504685092,3.597079240340537,1.3708013156663763,2.596171716127253,5.8614044935521505,5.327013260065685,3,75.0
45.13,3.219682351989975,3.5834857396963997,1.354317910779617,2.691145271158005,5.811509762900976,5.335214763608433,5,100.0
45.15,3.243742590937574,3.5468511099468913,1.3166872117271202,2.627774456326337,5.862402231193565,5.370558363380485,5,100.0
45.99,3.2483510242782647,3.584743369014647,1.2857671482396387,2.5141468173765498,5.813363874541507,5.397430446390699,2,66.66666666666667
46.00,5.265000000000001,2.275,1.135,2.33,5.425,4.57,1,100.0
46.01,5.455252731261507,2.224272343427885,1.2431692555314249,2.2112030779746226,4.9474370790109035,4.471739739165904,4,100.0
46.02,5.954007926480562,2.1056478833902994,1.6198574297455812,2.1304892872817227,3.7384385099280495,4.054983974145842,2,100.0
46.03,5.678174098198492,2.3400300530644067,1.1228306046659793,2.221996412074877,4.066723377679417,4.445023681982413,7,100.0
46.04,6.2878521524736755,2.3822661560379133,1.380572131130305,1.8806705025154686,2.654005680175373,4.262200023130746,22,100.0
46.05,5.954548864595865,2.362368470211987,1.1063404045460998,1.9631336257462881,3.8012467402431462,4.23474501042375,7,100.0
47.00,4.656922880783303,2.130461389395311,1.007658120529852,3.119726659612173,5.004068743067686,4.806205107283552,2,100.0
47.01,6.503928045498401,2.974832935560859,1.025786573909511,1.556481617833748,1.6429119484080639,4.895490529629818,12,92.3076923076923
47.02,6.960000000000001,2.82,1.04,1.47,1.2,4.29,1,100.0
47.03,7.0,3.019755588599133,1.0404763273313424,1.0425040922665534,1.1292024141248798,4.279732721888315,9,100.0
47.04,6.330976587763549,3.2547294442288623,1.3021713448023111,1.6041426292415815,1.7300991678523694,4.822767645410254,7,87.5
47.06,6.215182358340177,2.710785293639745,1.128638757020961,1.942069904396362,2.6547985824136737,4.242197961451138,19,100.0
47.07,5.524783554474599,2.4533784445461184,1.0170615101821305,2.3444904118605567,3.602070139106284,4.623786532456795,5,100.0
48.03,6.830884012539185,1.7825297805642633,2.8421598746081504,1.3574294670846394,1.1822884012539185,3.08307210031348,3,100.0
48.05,6.871748631685238,2.550937338642126,1.4336011634978372,1.0712810524262486,1.2285515943592156,4.216836180881459,23,95.83333333333333
48.07,6.999623505976095,2.1791329681274902,1.7797041832669322,1.1597026892430278,1.098707171314741,3.690586155378486,6,85.71428571428571
48.08,7.0,2.31,1.0,1.0,1.0,3.72,1,100.0
49.01,4.06538560346234,2.5639813719221203,1.1575242695689514,2.812548506322183,4.738185346937168,4.977801815553151,7,100.0
49.02,6.753047874906303,1.8920919400813303,1.061760950289669,1.746139300173373,1.6007577516029123,4.111330688234934,26,83.87096774193549
49.03,5.893296504620331,2.841189232623544,1.029853354760948,1.810831659300924,3.909907593411008,4.476697468862997,4,100.0
50.01,3.5567407654650642,3.02415442812639,6.51688518024032,3.266658878504673,3.1489399198931913,3.448987983978638,7,87.5
50.02,3.15221983180129,4.04213866614512,5.738546841384706,6.763081361236065,2.151623313123411,2.612136710346176,2,66.66666666666667
50.03,3.1963888385577093,3.857899981880775,5.823637434317812,6.621696865374163,2.2582777677115424,2.5130041674216343,3,100.0
50.04,3.520843787292255,3.326199755508339,6.187880199086067,3.0190997467764937,3.3310107110632474,3.5966149547399366,11,78.57142857142857
50.05,2.556579307624484,2.68404374912989,5.894557288041209,4.160067520534596,4.127649078843566,3.074771509118753,11,91.66666666666667
50.06,3.1086093057803,2.8431145051330344,5.123662625673131,4.203016950951004,3.7452709764702763,3.498424874658461,6,100.0
50.07,2.983559447334472,3.191532364112678,4.141842646246684,6.337235381565544,2.8699108764863395,3.547542612730023,12,92.3076923076923
50.09,2.778501283877875,3.1884383376397576,4.059757391353345,6.7665438329590355,2.8701487527468545,3.482710471452834,6,100.0
50.10,2.9874635187097303,3.287924378346972,2.4262798151047162,3.2105226733578327,5.5261364065327685,4.835808315476654,5,100.0
50.11,3.124540735934748,4.0046769858188895,5.847712484938364,6.553444248771897,2.143171749003615,2.5849745110760964,2,66.66666666666667
50.99,3.0299999999999994,4.14,5.73,6.989999999999999,2.12,2.61,1,100.0
51.00,1.8240308230060376,4.421601525262154,2.385618048935494,6.35745074674293,3.364381951064506,3.675007149666349,2,100.0
51.01,3.5880991210024313,5.337103796521413,2.7663519730690105,6.797317374228539,2.009705255283336,3.5242225547035724,2,100.0
51.02,3.0201294773650886,5.506541914752859,2.9714615820810883,6.577999952745486,1.7513980247613645,3.7511015026935075,3,100.0
51.04,3.918117479094432,5.446533609160571,2.394869904723056,6.143559045482357,1.9933067218321145,3.5828277148101746,2,100.0
51.05,3.615497616777884,5.43075285986654,2.3906070066730223,6.0943002859866535,2.17677478551001,3.6516372735938982,6,85.71428571428571
51.06,4.441956906798425,4.336863099261193,1.5865788799030458,5.257020998904608,1.6001236394993823,4.581002400540704,4,100.0
51.07,2.634583847261624,3.1520589835069353,1.2061232119623844,3.8431575858577713,4.473361474001915,5.817050020961335,19,100.0
51.08,4.165957711905293,3.845591531563466,1.3467249400082386,4.734052477880679,2.014325100533587,5.443215239670044,10,100.0
51.09,4.963025109350122,4.772392037725029,1.3552625928027184,4.8898840004148285,1.7000004575318899,4.336793189485308,19,100.0
51.10,4.716054288338245,4.563879249036162,1.7185874578237879,4.8130148706239675,1.7565425799275984,4.477603234801859,8,100.0
51.12,4.253778193766281,6.1998158159992665,1.5580104986189474,5.623417680093205,2.4000387480200547,3.7034548572475816,17,94.44444444444444
51.14,3.806789191890641,6.072696128432324,2.219501951964869,5.226317279292787,2.543269961042632,3.651647147017979,5,83.33333333333333
51.15,2.15083008275455,4.270375573719922,2.795926404937764,6.783451260013808,2.58745125467222,3.3879768135024655,17,89.47368421052632
51.17,4.8,5.78,1.6,5.02,2.27,3.92,1,100.0
51.18,4.830056334421612,3.519329108251712,1.2091601049868765,3.828866909928942,2.556031624095769,4.930349529479546,2,100.0
51.20,2.6495082365551577,3.864886634079047,1.6869107014960327,3.5584549882278935,5.205517781611998,4.924805625528471,14,100.0
51.22,2.9235482474333296,4.563742210411297,1.8019389034776954,4.221641533255754,4.078340214372064,4.766436841183581,13,100.0
51.23,3.9153080377213074,4.779828118644431,2.672070136049325,5.580124636060028,2.330010222431547,3.398773268073901,10,90.9090909090909
51.26,4.54953311311225,2.844091772039452,1.076783524281849,5.636493091335489,1.7453534154995711,4.272928625272209,7,100.0
51.27,3.2392037755956453,5.108902717515415,1.9750159853847908,2.164212910101241,3.0262460988049025,5.670736850117987,4,80.0
51.31,3.249310927525347,4.420423394667668,2.439363499812242,5.373474464889223,3.181007322568532,3.482148892226812,2,100.0
51.32,2.3107523772662764,4.260748051514391,2.2966187798344073,5.467571659495024,4.386301558029581,4.4159600513019,15,88.23529411764706
51.33,4.3641314892501315,4.676434845306765,1.9025045883586784,5.67714079706345,2.183714604090194,3.349161641321447,3,100.0
51.34,4.705,5.8149999999999995,1.845,5.25,1.725,3.5350000000000006,1,100.0
51.35,3.732864685658153,4.946498035363457,2.772989931237721,6.631477161100197,2.0224300098231827,3.2664562868369353,2,100.0
51.36,4.325983425614302,3.8830760322802442,2.7446585604168927,6.1871468895885355,2.8399138710961527,3.2053316686570406,3,100.0
51.37,4.309904923349057,4.5752188974056605,1.8804223172169812,5.680517393867924,2.256334758254717,3.3851363502358494,2,100.0
51.38,3.088184938854323,5.047498997229555,1.8046763476768375,5.646201729429214,2.8467597781778498,4.097120318461236,6,100.0
51.39,4.58,3.017303375790505,1.0156475460942371,5.637409815623052,1.8826623318785072,4.346403313440812,2,100.0
52.01,2.240940696910626,2.9095243176426915,1.429424765191187,3.191243891947538,6.354588705844287,5.432297882444369,17,100.0
52.02,2.2649858843107435,2.803403339407491,1.40586685471436,3.297296581997666,6.176447442951894,5.4254936056152605,42,97.67441860465117
52.03,1.3765093248323181,3.026281352395349,1.2104587141740384,2.153883808181229,4.165817333227715,6.583577491168432,15,100.0
52.04,2.2569207112853094,1.8553261985269904,1.1136325106218927,3.3817976499313294,4.580708779426057,6.353101592681536,18,100.0
52.05,1.2754392211268124,2.988164540644068,4.294701231415207,3.981471068495169,5.117631704951443,3.986199555561012,10,100.0
52.06,1.4175537394548996,5.44446341661259,1.648239982154445,2.831789219662557,4.771289544127191,5.949162070084362,5,100.0
52.07,2.3156882183653726,2.6395454568921775,1.367951323739394,3.3317020539054294,6.788567790384819,5.292869788532116,5,100.0
52.08,1.8003882122879973,2.708698557157896,1.3613692023077948,3.2241956760047086,6.221583603297294,5.599223738577176,21,100.0
52.09,2.8919798336398963,3.420372232647118,1.7525075067990354,2.996073143921505,5.477560828361848,5.228869770529954,12,100.0
52.10,1.5370860243208595,3.0797539800187987,1.9449340184289396,4.453092710105664,4.923575982082222,5.058713004680779,12,92.3076923076923
52.11,2.260221423220974,2.8595646741573035,1.5090168888888889,3.254829013732834,6.480304799001249,5.275018207240949,4,100.0
52.12,2.7933753865904185,4.67339627706133,1.713347377020482,2.423131469918889,4.417440683900332,5.877548579097859,4,100.0
52.13,1.9916710280905368,3.337657074625168,1.479409690088533,3.251455859361235,6.166963342402375,5.455519021804647,12,100.0
52.14,1.272926607907237,3.168946439214694,2.5560310744667403,3.0793363826828255,6.076294950060506,4.814759423483302,9,100.0
52.15,2.815492351424654,1.828271451776347,1.7079222177515498,3.468247999374106,6.577881944444444,5.192575349457559,5,100.0
52.16,1.1962150344794749,3.4817656286911225,1.0707256774269163,2.183357483514129,3.8938078867259063,6.962655710065981,5,100.0
52.17,1.2665913603836498,3.0518102566773675,1.2500313799024243,3.501498157321688,5.268589348195381,5.652625211202095,8,100.0
52.18,2.37111194614282,1.8711755884608228,1.4560197113356308,3.3277885643805147,6.309211669141658,5.104245323428209,12,92.3076923076923
52.19,2.2928189286848557,2.28935196284072,1.8156926751181064,2.965210917842393,6.11792775934494,5.01059139690517,11,91.66666666666667
52.20,2.28568528201522,2.973857561600535,1.6943389474123947,3.261832454900541,6.021121585774263,5.266755275818613,3,100.0
52.21,2.8937120448261737,4.036442584864789,1.468864576970161,2.6923171392893854,5.422825211778646,5.571778180114274,3,100.0
54.01,2.929351540038639,3.4633261479381288,2.8052286305289145,5.206756323694437,4.015518539448787,4.297498330009483,9,100.0
60.01,5.273225366792271,5.50565862262487,1.1902325022047622,4.397145033271867,1.9810823378497555,3.7382353884390285,4,80.0
60.03,5.98,5.98,1.0,3.45,1.7,3.4700000000000006,1,100.0
60.07,3.5599999999999996,5.54,1.38,5.52,2.07,4.06,1,100.0
60.08,2.82,5.67,1.48,4.88,2.62,4.56,1,100.0
60.09,4.2,4.78,1.08,5.395,1.935,4.779999999999999,1,100.0
61.01,3.9960181310362337,6.143064690559259,2.0053359602019993,5.637964490252687,2.283996257182354,3.64743776860359,12,92.3076923076923
61.02,3.4305143795869597,5.6651256613756615,2.289523596176822,5.535221667520055,2.848076036866359,3.845971368834272,7,87.5
61.03,3.9499680629615894,6.088613305198323,2.252510764492857,5.552753428954348,2.2675673671903964,3.544375374262169,3,100.0
61.04,3.822242060246313,6.032832371293028,2.609000257063401,5.473556355308359,2.1239368091421094,3.6023895211609918,3,100.0
61.05,3.737235106643785,6.101973032606031,2.7023868595243936,5.421963716597205,2.066041676881589,3.631347879382201,4,100.0
61.06,3.7077046753186664,5.986707613297245,2.6001420408540956,5.4625134753741875,2.2164876119092236,3.6736467948273077,4,100.0
61.07,3.691313035204567,6.0688211834726795,2.4777486487033626,5.653453651031439,2.139263113144523,3.6709251573982224,3,100.0
61.08,4.013819907383848,6.167685359523688,2.1583514833850694,5.578591420283955,2.253646124879141,3.562079792376978,5,100.0
61.09,3.9499680629615894,6.088613305198323,2.252510764492857,5.552753428954348,2.2675673671903964,3.544375374262169,3,100.0
61.10,3.674901300450754,6.0656950417076825,2.7651572457385627,5.497816175327703,2.0831272991036736,3.5928822340811353,2,66.66666666666667
61.11,3.6832149751092143,6.0839672863964225,2.7517575942294017,5.488471502590674,2.0891288225134614,3.5947815706593516,3,100.0
61.12,3.7523792777279232,6.101039024035312,2.676198248890398,5.392746962237152,2.088666537314157,3.6488096335281703,3,100.0
61.13,3.9676264418811,6.072373558118899,2.230369620674357,5.54991847826087,2.2806017080745344,3.5492208296362024,4,100.0
61.14,3.69695677291337,6.070996910556852,2.732758144324718,5.496665913143948,2.1104076557908225,3.5967488006430055,3,100.0
61.15,3.9737631002386293,6.097374509831284,2.236216385938961,5.537449448080493,2.2696318675951384,3.5521359494271483,5,100.0
61.16,3.9499680629615894,6.088613305198323,2.252510764492857,5.552753428954348,2.2675673671903964,3.544375374262169,3,100.0
61.17,3.93351198701351,6.094487986154898,2.2300517849716255,5.614623351534096,2.283497632112049,3.5469436134104293,5,83.33333333333333
61.18,3.965025098853024,6.103692756386886,2.2377436271348046,5.520443927199305,2.2591693541602402,3.5638268038924257,4,100.0
61.19,3.9645673584241994,6.092252901864228,2.1544568112155167,5.5948032762172755,2.3000010049746247,3.5851972262700365,6,100.0
61.20,3.932078082596663,6.093887739473896,2.231011097079292,5.61550447376199,2.2832909691807513,3.546431469489749,4,100.0
61.21,3.6783602449169397,6.0669274291471815,2.7618609037125066,5.496438628671816,2.0840682563877335,3.5937424755212235,3,75.0
61.22,3.7137740810031854,6.058578146331596,2.7400020225514483,5.484390453557162,2.0844961318703548,3.5851109875107445,3,100.0
61.23,3.9499680629615894,6.088613305198323,2.252510764492857,5.552753428954348,2.2675673671903964,3.544375374262169,3,100.0
61.24,3.591902536390633,6.097345796212452,2.7582055401392336,5.517869139769242,2.0750907940217127,3.593311912759846,3,100.0
61.25,3.9839304904695814,6.107811782813637,2.2206265202633064,5.491234625585774,2.2640423543639288,3.577817279810903,4,100.0
61.26,3.74177499066488,6.1084899070881,2.6010677180574167,5.510439739055944,2.1312550794034313,3.642316647264261,4,100.0
61.27,3.6783602449169397,6.0669274291471815,2.7618609037125066,5.496438628671816,2.0840682563877335,3.5937424755212235,3,75.0
61.28,3.6783602449169397,6.0669274291471815,2.7618609037125066,5.496438628671816,2.0840682563877335,3.5937424755212235,3,75.0
61.99,3.9499680629615894,6.088613305198323,2.252510764492857,5.552753428954348,2.2675673671903964,3.544375374262169,3,75.0
99.99,4.905355592068043,1.2951815896131318,1.4386271941091735,2.6547139514836995,3.0851265174202545,4.988987629568566,152,84.44444444444444
