soc_code,soc_title,naics3,naics3_title,tot_emp,share_in_naics3
15-1242,Database Administrators,533,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),30,0.0004141358365543898
15-1243,Database Architects,541,"Professional, Scientific, and Technical Services",24380,0.3815933635936766
15-1243,Database Architects,551,Management of Companies and Enterprises,6710,0.10502426044764439
15-1243,Database Architects,524,Insurance Carriers and Related Activities,5000,0.07825950853028643
15-1243,Database Architects,518,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",3590,0.056190327124745656
15-1243,Database Architects,561,Administrative and Support Services,3540,0.05540773203944279
15-1243,Database Architects,522,Credit Intermediation and Related Activities,3310,0.05180779464704962
15-1243,Database Architects,513,Publishing Industries,2370,0.03709500704335577
15-1243,Database Architects,423,"Merchant Wholesalers, Durable Goods",2130,0.033338550633902016
15-1243,Database Architects,611,Educational Services,1480,0.023164814524964782
15-1243,Database Architects,622,Hospitals,1230,0.019251839098450463
15-1243,Database Architects,523,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",1190,0.01862576303020817
15-1243,Database Architects,999,"Federal, State, and Local Government, excluding State and Local Government Schools and Hospitals and the U.S. Postal Service (OEWS Designation)",1130,0.017686648927844734
15-1243,Database Architects,516,Broadcasting and Content Providers,1110,0.017373610893723586
15-1243,Database Architects,517,Telecommunications,650,0.010173736108937235
15-1243,Database Architects,621,Ambulatory Health Care Services,600,0.009391141023634371
15-1243,Database Architects,519,"Web Search Portals, Libraries, Archives, and Other Information Services",580,0.009078102989513226
15-1243,Database Architects,334,Computer and Electronic Product Manufacturing,490,0.00766943183596807
15-1243,Database Architects,424,"Merchant Wholesalers, Nondurable Goods",460,0.0071998747847863516
15-1243,Database Architects,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",430,0.006730317733604633
15-1243,Database Architects,336,Transportation Equipment Manufacturing,390,0.0061042416653623414
15-1243,Database Architects,221,Utilities,320,0.005008608545938331
15-1243,Database Architects,425,Wholesale Trade Agents and Brokers,320,0.005008608545938331
15-1243,Database Architects,325,Chemical Manufacturing,230,0.0035999373923931758
15-1243,Database Architects,333,Machinery Manufacturing,210,0.00328689935827203
15-1243,Database Architects,512,Motion Picture and Sound Recording Industries,210,0.00328689935827203
15-1243,Database Architects,493,Warehousing and Storage,180,0.0028173423070903115
15-1243,Database Architects,339,Miscellaneous Manufacturing,150,0.0023477852559085927
15-1243,Database Architects,624,Social Assistance,140,0.0021912662388480202
15-1243,Database Architects,456,Health and Personal Care Retailers,130,0.0020347472217874473
15-1243,Database Architects,488,Support Activities for Transportation,110,0.0017217091876663014
15-1243,Database Architects,311,Food Manufacturing,100,0.0015651901706057287
15-1243,Database Architects,459,"Sporting Goods, Hobby, Musical Instrument, Book, and Miscellaneous Retailers",100,0.0015651901706057287
15-1243,Database Architects,238,Specialty Trade Contractors,90,0.0014086711535451558
15-1243,Database Architects,713,"Amusement, Gambling, and Recreation Industries",90,0.0014086711535451558
15-1243,Database Architects,236,Construction of Buildings,70,0.0010956331194240101
15-1243,Database Architects,323,Printing and Related Support Activities,60,0.0009391141023634372
15-1243,Database Architects,326,Plastics and Rubber Products Manufacturing,60,0.0009391141023634372
15-1243,Database Architects,211,Oil and Gas Extraction,50,0.0007825950853028644
15-1243,Database Architects,237,Heavy and Civil Engineering Construction,50,0.0007825950853028644
15-1243,Database Architects,327,Nonmetallic Mineral Product Manufacturing,50,0.0007825950853028644
15-1243,Database Architects,335,"Electrical Equipment, Appliance, and Component Manufacturing",50,0.0007825950853028644
15-1243,Database Architects,441,Motor Vehicle and Parts Dealers,50,0.0007825950853028644
15-1243,Database Architects,521,Monetary Authorities-Central Bank,50,0.0007825950853028644
15-1243,Database Architects,623,Nursing and Residential Care Facilities,50,0.0007825950853028644
15-1243,Database Architects,458,"Clothing, Clothing Accessories, Shoe, and Jewelry Retailers",40,0.0006260760682422914
15-1243,Database Architects,532,Rental and Leasing Services,40,0.0006260760682422914
15-1243,Database Architects,332,Fabricated Metal Product Manufacturing,30,0.0004695570511817186
15-1243,Database Architects,449,"Furniture, Home Furnishings, Electronics, and Appliance Retailers",30,0.0004695570511817186
15-1243,Database Architects,481,Air Transportation,30,0.0004695570511817186
15-1243,Database Architects,711,"Performing Arts, Spectator Sports, and Related Industries",30,0.0004695570511817186
15-1244,Network and Computer Systems Administrators,541,"Professional, Scientific, and Technical Services",87740,0.2759987417426864
15-1244,Network and Computer Systems Administrators,611,Educational Services,35420,0.11141868512110727
15-1244,Network and Computer Systems Administrators,999,"Federal, State, and Local Government, excluding State and Local Government Schools and Hospitals and the U.S. Postal Service (OEWS Designation)",24740,0.0778232148474363
15-1244,Network and Computer Systems Administrators,551,Management of Companies and Enterprises,23550,0.0740798993394149
15-1244,Network and Computer Systems Administrators,561,Administrative and Support Services,17520,0.05511167033658383
15-1244,Network and Computer Systems Administrators,524,Insurance Carriers and Related Activities,11900,0.0374331550802139
15-1244,Network and Computer Systems Administrators,522,Credit Intermediation and Related Activities,10180,0.032022648631645174
15-1244,Network and Computer Systems Administrators,517,Telecommunications,9590,0.030166719094054734
15-1244,Network and Computer Systems Administrators,423,"Merchant Wholesalers, Durable Goods",9040,0.028436615287826362
15-1244,Network and Computer Systems Administrators,622,Hospitals,7940,0.024976407675369613
15-1244,Network and Computer Systems Administrators,518,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",7750,0.024378735451399812
15-1244,Network and Computer Systems Administrators,513,Publishing Industries,6940,0.021830764391318026
15-1244,Network and Computer Systems Administrators,621,Ambulatory Health Care Services,5970,0.018779490405787982
15-1244,Network and Computer Systems Administrators,334,Computer and Electronic Product Manufacturing,4810,0.015130544196288141
15-1244,Network and Computer Systems Administrators,523,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",3690,0.011607423718150362
15-1244,Network and Computer Systems Administrators,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",3390,0.010663730732934884
15-1244,Network and Computer Systems Administrators,424,"Merchant Wholesalers, Nondurable Goods",3100,0.009751494180559924
15-1244,Network and Computer Systems Administrators,336,Transportation Equipment Manufacturing,2840,0.008933626926706512
15-1244,Network and Computer Systems Administrators,531,Real Estate,2580,0.008115759672853098
15-1244,Network and Computer Systems Administrators,333,Machinery Manufacturing,2420,0.007612456747404845
15-1244,Network and Computer Systems Administrators,221,Utilities,2090,0.00657439446366782
15-1244,Network and Computer Systems Administrators,325,Chemical Manufacturing,2040,0.006417112299465241
15-1244,Network and Computer Systems Administrators,493,Warehousing and Storage,1990,0.006259830135262661
15-1244,Network and Computer Systems Administrators,624,Social Assistance,1940,0.006102547971060082
15-1244,Network and Computer Systems Administrators,332,Fabricated Metal Product Manufacturing,1850,0.005819440075495438
15-1244,Network and Computer Systems Administrators,238,Specialty Trade Contractors,1520,0.004781377791758415
15-1244,Network and Computer Systems Administrators,516,Broadcasting and Content Providers,1310,0.004120792702107581
15-1244,Network and Computer Systems Administrators,236,Construction of Buildings,1260,0.003963510537905002
15-1244,Network and Computer Systems Administrators,339,Miscellaneous Manufacturing,1220,0.003837684806542938
15-1244,Network and Computer Systems Administrators,488,Support Activities for Transportation,1160,0.0036489462094998425
15-1244,Network and Computer Systems Administrators,311,Food Manufacturing,1150,0.003617489776659327
15-1244,Network and Computer Systems Administrators,721,Accommodation,1110,0.003491664045297263
15-1244,Network and Computer Systems Administrators,425,Wholesale Trade Agents and Brokers,1100,0.0034602076124567475
15-1244,Network and Computer Systems Administrators,326,Plastics and Rubber Products Manufacturing,970,0.003051273985530041
15-1244,Network and Computer Systems Administrators,441,Motor Vehicle and Parts Dealers,930,0.0029254482541679772
15-1244,Network and Computer Systems Administrators,484,Truck Transportation,850,0.00267379679144385
15-1244,Network and Computer Systems Administrators,713,"Amusement, Gambling, and Recreation Industries",840,0.0026423403586033345
15-1244,Network and Computer Systems Administrators,459,"Sporting Goods, Hobby, Musical Instrument, Book, and Miscellaneous Retailers",820,0.002579427492922303
15-1244,Network and Computer Systems Administrators,811,Repair and Maintenance,760,0.0023906888958792074
15-1244,Network and Computer Systems Administrators,335,"Electrical Equipment, Appliance, and Component Manufacturing",740,0.0023277760301981757
15-1244,Network and Computer Systems Administrators,623,Nursing and Residential Care Facilities,710,0.002233406731676628
15-1244,Network and Computer Systems Administrators,331,Primary Metal Manufacturing,630,0.001981755268952501
15-1244,Network and Computer Systems Administrators,449,"Furniture, Home Furnishings, Electronics, and Appliance Retailers",610,0.001918842403271469
15-1244,Network and Computer Systems Administrators,519,"Web Search Portals, Libraries, Archives, and Other Information Services",580,0.0018244731047499213
15-1244,Network and Computer Systems Administrators,237,Heavy and Civil Engineering Construction,550,0.0017301038062283738
15-1244,Network and Computer Systems Administrators,711,"Performing Arts, Spectator Sports, and Related Industries",510,0.0016042780748663102
15-1244,Network and Computer Systems Administrators,211,Oil and Gas Extraction,460,0.0014469959106637308
15-1244,Network and Computer Systems Administrators,712,"Museums, Historical Sites, and Similar Institutions",430,0.001352626612142183
15-1244,Network and Computer Systems Administrators,323,Printing and Related Support Activities,420,0.0013211701793016672
15-1244,Network and Computer Systems Administrators,532,Rental and Leasing Services,410,0.0012897137464611514
15-1244,Network and Computer Systems Administrators,322,Paper Manufacturing,370,0.0011638880150990879
15-1244,Network and Computer Systems Administrators,337,Furniture and Related Product Manufacturing,370,0.0011638880150990879
15-1244,Network and Computer Systems Administrators,458,"Clothing, Clothing Accessories, Shoe, and Jewelry Retailers",370,0.0011638880150990879
15-1244,Network and Computer Systems Administrators,444,Building Material and Garden Equipment and Supplies Dealers,350,0.001100975149418056
15-1244,Network and Computer Systems Administrators,327,Nonmetallic Mineral Product Manufacturing,330,0.0010380622837370243
15-1244,Network and Computer Systems Administrators,481,Air Transportation,280,0.0008807801195344448
15-1244,Network and Computer Systems Administrators,492,Couriers and Messengers,270,0.000849323686693929
15-1244,Network and Computer Systems Administrators,521,Monetary Authorities-Central Bank,270,0.000849323686693929
15-1244,Network and Computer Systems Administrators,445,Food and Beverage Retailers,250,0.0007864108210128972
15-1244,Network and Computer Systems Administrators,482,Rail Transportation,240,0.0007549543881723812
15-1244,Network and Computer Systems Administrators,456,Health and Personal Care Retailers,230,0.0007234979553318654
15-1244,Network and Computer Systems Administrators,312,Beverage and Tobacco Product Manufacturing,220,0.0006920415224913495
15-1244,Network and Computer Systems Administrators,562,Waste Management and Remediation Services,190,0.0005976722239698018
15-1244,Network and Computer Systems Administrators,455,General Merchandise Retailers,180,0.0005662157911292859
15-1244,Network and Computer Systems Administrators,324,Petroleum and Coal Products Manufacturing,170,0.0005347593582887701
15-1244,Network and Computer Systems Administrators,485,Transit and Ground Passenger Transportation,170,0.0005347593582887701
15-1244,Network and Computer Systems Administrators,483,Water Transportation,160,0.0005033029254482541
15-1244,Network and Computer Systems Administrators,213,Support Activities for Mining,150,0.0004718464926077383
15-1244,Network and Computer Systems Administrators,321,Wood Product Manufacturing,150,0.0004718464926077383
15-1244,Network and Computer Systems Administrators,525,"Funds, Trusts, and Other Financial Vehicles",150,0.0004718464926077383
15-1244,Network and Computer Systems Administrators,533,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),130,0.0004089336269267065
15-1244,Network and Computer Systems Administrators,722,Food Services and Drinking Places,120,0.0003774771940861906
15-1244,Network and Computer Systems Administrators,315,Apparel Manufacturing,110,0.00034602076124567473
15-1244,Network and Computer Systems Administrators,812,Personal and Laundry Services,110,0.00034602076124567473
15-1244,Network and Computer Systems Administrators,212,Mining (except Oil and Gas),90,0.00028310789556464295
15-1244,Network and Computer Systems Administrators,313,Textile Mills,80,0.00025165146272412706
15-1244,Network and Computer Systems Administrators,486,Pipeline Transportation,80,0.00025165146272412706
15-1244,Network and Computer Systems Administrators,115,Support Activities for Agriculture and Forestry,70,0.0002201950298836112
15-1244,Network and Computer Systems Administrators,491,Postal Service (Federal Government),70,0.0002201950298836112
15-1244,Network and Computer Systems Administrators,314,Textile Product Mills,60,0.0001887385970430953
15-1244,Network and Computer Systems Administrators,457,Gasoline Stations and Fuel Dealers,40,0.00012582573136206353
15-1251,Computer Programmers,541,"Professional, Scientific, and Technical Services",49490,0.45382851902796884
15-1251,Computer Programmers,611,Educational Services,9300,0.08528198074277854
15-1251,Computer Programmers,999,"Federal, State, and Local Government, excluding State and Local Government Schools and Hospitals and the U.S. Postal Service (OEWS Designation)",8100,0.07427785419532325
15-1251,Computer Programmers,513,Publishing Industries,5250,0.048143053645116916
15-1251,Computer Programmers,561,Administrative and Support Services,3990,0.03658872077028886
15-1251,Computer Programmers,551,Management of Companies and Enterprises,3850,0.03530490600641907
15-1251,Computer Programmers,518,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",3710,0.03402109124254929
15-1251,Computer Programmers,524,Insurance Carriers and Related Activities,3430,0.03145346171480972
15-1251,Computer Programmers,423,"Merchant Wholesalers, Durable Goods",2250,0.02063273727647868
15-1251,Computer Programmers,336,Transportation Equipment Manufacturing,2170,0.01989912883998166
15-1251,Computer Programmers,522,Credit Intermediation and Related Activities,1670,0.015314076111875286
15-1251,Computer Programmers,334,Computer and Electronic Product Manufacturing,1470,0.013480055020632738
15-1251,Computer Programmers,333,Machinery Manufacturing,1390,0.012746446584135717
15-1251,Computer Programmers,523,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",1300,0.01192113709307657
15-1251,Computer Programmers,238,Specialty Trade Contractors,1230,0.011279229711141679
15-1251,Computer Programmers,622,Hospitals,1050,0.009628610729023384
15-1251,Computer Programmers,332,Fabricated Metal Product Manufacturing,980,0.008986703347088492
15-1251,Computer Programmers,424,"Merchant Wholesalers, Nondurable Goods",800,0.007336084364970197
15-1251,Computer Programmers,221,Utilities,580,0.005318661164603393
15-1251,Computer Programmers,621,Ambulatory Health Care Services,510,0.004676753782668501
15-1251,Computer Programmers,517,Telecommunications,490,0.004493351673544246
15-1251,Computer Programmers,323,Printing and Related Support Activities,460,0.004218248509857863
15-1251,Computer Programmers,516,Broadcasting and Content Providers,450,0.0041265474552957355
15-1251,Computer Programmers,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",370,0.0033929390187987163
15-1251,Computer Programmers,449,"Furniture, Home Furnishings, Electronics, and Appliance Retailers",350,0.0032095369096744614
15-1251,Computer Programmers,325,Chemical Manufacturing,340,0.0031178358551123336
15-1251,Computer Programmers,812,Personal and Laundry Services,310,0.0028427326914259514
15-1251,Computer Programmers,335,"Electrical Equipment, Appliance, and Component Manufacturing",270,0.0024759284731774417
15-1251,Computer Programmers,459,"Sporting Goods, Hobby, Musical Instrument, Book, and Miscellaneous Retailers",250,0.0022925263640531865
15-1251,Computer Programmers,425,Wholesale Trade Agents and Brokers,240,0.002200825309491059
15-1251,Computer Programmers,491,Postal Service (Federal Government),220,0.0020174232003668043
15-1251,Computer Programmers,339,Miscellaneous Manufacturing,200,0.0018340210912425492
15-1251,Computer Programmers,326,Plastics and Rubber Products Manufacturing,180,0.0016506189821182944
15-1251,Computer Programmers,337,Furniture and Related Product Manufacturing,180,0.0016506189821182944
15-1251,Computer Programmers,311,Food Manufacturing,170,0.0015589179275561668
15-1251,Computer Programmers,488,Support Activities for Transportation,160,0.0014672168729940394
15-1251,Computer Programmers,493,Warehousing and Storage,160,0.0014672168729940394
15-1251,Computer Programmers,811,Repair and Maintenance,160,0.0014672168729940394
15-1251,Computer Programmers,519,"Web Search Portals, Libraries, Archives, and Other Information Services",140,0.0012838147638697846
15-1251,Computer Programmers,711,"Performing Arts, Spectator Sports, and Related Industries",130,0.001192113709307657
15-1251,Computer Programmers,331,Primary Metal Manufacturing,120,0.0011004126547455295
15-1251,Computer Programmers,624,Social Assistance,120,0.0011004126547455295
15-1251,Computer Programmers,455,General Merchandise Retailers,110,0.0010087116001834021
15-1251,Computer Programmers,484,Truck Transportation,110,0.0010087116001834021
15-1251,Computer Programmers,512,Motion Picture and Sound Recording Industries,100,0.0009170105456212746
15-1251,Computer Programmers,713,"Amusement, Gambling, and Recreation Industries",100,0.0009170105456212746
15-1251,Computer Programmers,327,Nonmetallic Mineral Product Manufacturing,80,0.0007336084364970197
15-1251,Computer Programmers,322,Paper Manufacturing,70,0.0006419073819348923
15-1251,Computer Programmers,237,Heavy and Civil Engineering Construction,60,0.0005502063273727648
15-1251,Computer Programmers,531,Real Estate,60,0.0005502063273727648
15-1251,Computer Programmers,315,Apparel Manufacturing,50,0.0004585052728106373
15-1251,Computer Programmers,721,Accommodation,50,0.0004585052728106373
15-1251,Computer Programmers,321,Wood Product Manufacturing,40,0.00036680421824850985
15-1251,Computer Programmers,441,Motor Vehicle and Parts Dealers,40,0.00036680421824850985
15-1251,Computer Programmers,456,Health and Personal Care Retailers,40,0.00036680421824850985
15-1251,Computer Programmers,525,"Funds, Trusts, and Other Financial Vehicles",40,0.00036680421824850985
15-1251,Computer Programmers,562,Waste Management and Remediation Services,40,0.00036680421824850985
15-1251,Computer Programmers,623,Nursing and Residential Care Facilities,40,0.00036680421824850985
15-1251,Computer Programmers,312,Beverage and Tobacco Product Manufacturing,30,0.0002751031636863824
15-1252,Software Developers,541,"Professional, Scientific, and Technical Services",690860,0.4175919825434148
15-1252,Software Developers,513,Publishing Industries,163830,0.0990274360942704
15-1252,Software Developers,551,Management of Companies and Enterprises,99720,0.06027599296417411
15-1252,Software Developers,518,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",77830,0.047044530008039216
15-1252,Software Developers,334,Computer and Electronic Product Manufacturing,76580,0.04628896451259981
15-1252,Software Developers,522,Credit Intermediation and Related Activities,65660,0.03968834434444116
15-1252,Software Developers,561,Administrative and Support Services,62630,0.03785685358349603
15-1252,Software Developers,524,Insurance Carriers and Related Activities,62190,0.03759089452910136
15-1252,Software Developers,423,"Merchant Wholesalers, Durable Goods",50310,0.03041000006044524
15-1252,Software Developers,519,"Web Search Portals, Libraries, Archives, and Other Information Services",47580,0.028759845018405575
15-1252,Software Developers,336,Transportation Equipment Manufacturing,33340,0.020152442894359853
15-1252,Software Developers,523,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",30690,0.018550644044028314
15-1252,Software Developers,611,Educational Services,21840,0.013201240336317314
15-1252,Software Developers,516,Broadcasting and Content Providers,21580,0.013044082713265917
15-1252,Software Developers,999,"Federal, State, and Local Government, excluding State and Local Government Schools and Hospitals and the U.S. Postal Service (OEWS Designation)",19710,0.011913756732088564
15-1252,Software Developers,517,Telecommunications,17340,0.010481204552735449
15-1252,Software Developers,333,Machinery Manufacturing,11750,0.007102315657130423
15-1252,Software Developers,425,Wholesale Trade Agents and Brokers,8750,0.005288958468075847
15-1252,Software Developers,622,Hospitals,8430,0.005095533701243359
15-1252,Software Developers,485,Transit and Ground Passenger Transportation,6890,0.0041646770108620095
15-1252,Software Developers,621,Ambulatory Health Care Services,6330,0.0038261836689051556
15-1252,Software Developers,424,"Merchant Wholesalers, Nondurable Goods",4790,0.0028953269785238064
15-1252,Software Developers,339,Miscellaneous Manufacturing,4570,0.0027623474513264706
15-1252,Software Developers,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",4350,0.0026293679241291353
15-1252,Software Developers,531,Real Estate,3760,0.002272741010281735
15-1252,Software Developers,325,Chemical Manufacturing,3530,0.0021337169591208846
15-1252,Software Developers,335,"Electrical Equipment, Appliance, and Component Manufacturing",3260,0.0019705148121059728
15-1252,Software Developers,488,Support Activities for Transportation,3030,0.0018314907609451219
15-1252,Software Developers,512,Motion Picture and Sound Recording Industries,2840,0.001716644805638332
15-1252,Software Developers,332,Fabricated Metal Product Manufacturing,2660,0.0016078433742950575
15-1252,Software Developers,221,Utilities,2640,0.0015957543263680268
15-1252,Software Developers,459,"Sporting Goods, Hobby, Musical Instrument, Book, and Miscellaneous Retailers",2550,0.0015413536106963896
15-1252,Software Developers,481,Air Transportation,2280,0.0013781514636814777
15-1252,Software Developers,238,Specialty Trade Contractors,2170,0.00131166170008281
15-1252,Software Developers,493,Warehousing and Storage,1990,0.0012028602687395354
15-1252,Software Developers,456,Health and Personal Care Retailers,1880,0.0011363705051408675
15-1252,Software Developers,323,Printing and Related Support Activities,1530,0.0009248121664178337
15-1252,Software Developers,449,"Furniture, Home Furnishings, Electronics, and Appliance Retailers",1530,0.0009248121664178337
15-1252,Software Developers,236,Construction of Buildings,1510,0.0009127231184908033
15-1252,Software Developers,713,"Amusement, Gambling, and Recreation Industries",1240,0.0007495209714758914
15-1252,Software Developers,811,Repair and Maintenance,1190,0.0007192983516583151
15-1252,Software Developers,455,General Merchandise Retailers,1160,0.0007011647797677693
15-1252,Software Developers,492,Couriers and Messengers,1140,0.0006890757318407389
15-1252,Software Developers,521,Monetary Authorities-Central Bank,1050,0.0006346750161691016
15-1252,Software Developers,326,Plastics and Rubber Products Manufacturing,1030,0.0006225859682420711
15-1252,Software Developers,482,Rail Transportation,1000,0.0006044523963515253
15-1252,Software Developers,441,Motor Vehicle and Parts Dealers,990,0.00059840787238801
15-1252,Software Developers,311,Food Manufacturing,930,0.0005621407286069185
15-1252,Software Developers,624,Social Assistance,870,0.000525873584825827
15-1252,Software Developers,484,Truck Transportation,650,0.00039289405762849147
15-1252,Software Developers,532,Rental and Leasing Services,650,0.00039289405762849147
15-1252,Software Developers,211,Oil and Gas Extraction,630,0.00038080500970146095
15-1252,Software Developers,458,"Clothing, Clothing Accessories, Shoe, and Jewelry Retailers",550,0.0003324488179933389
15-1252,Software Developers,331,Primary Metal Manufacturing,470,0.0002840926262852169
15-1252,Software Developers,562,Waste Management and Remediation Services,470,0.0002840926262852169
15-1252,Software Developers,711,"Performing Arts, Spectator Sports, and Related Industries",470,0.0002840926262852169
15-1252,Software Developers,337,Furniture and Related Product Manufacturing,460,0.00027804810232170165
15-1252,Software Developers,812,Personal and Laundry Services,440,0.00026595905439467113
15-1252,Software Developers,525,"Funds, Trusts, and Other Financial Vehicles",420,0.00025387000646764067
15-1252,Software Developers,533,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),370,0.00022364738665006436
15-1252,Software Developers,237,Heavy and Civil Engineering Construction,360,0.00021760286268654913
15-1252,Software Developers,491,Postal Service (Federal Government),340,0.0002055138147595186
15-1252,Software Developers,322,Paper Manufacturing,290,0.00017529119494194234
15-1252,Software Developers,213,Support Activities for Mining,280,0.0001692466709784271
15-1252,Software Developers,721,Accommodation,250,0.00015111309908788132
15-1252,Software Developers,445,Food and Beverage Retailers,230,0.00013902405116085083
15-1252,Software Developers,623,Nursing and Residential Care Facilities,200,0.00012089047927030507
15-1252,Software Developers,327,Nonmetallic Mineral Product Manufacturing,190,0.00011484595530678981
15-1252,Software Developers,483,Water Transportation,180,0.00010880143134327457
15-1252,Software Developers,315,Apparel Manufacturing,160,9.671238341624406e-05
15-1252,Software Developers,321,Wood Product Manufacturing,160,9.671238341624406e-05
15-1252,Software Developers,444,Building Material and Garden Equipment and Supplies Dealers,150,9.06678594527288e-05
15-1252,Software Developers,312,Beverage and Tobacco Product Manufacturing,130,7.857881152569829e-05
15-1252,Software Developers,324,Petroleum and Coal Products Manufacturing,130,7.857881152569829e-05
15-1252,Software Developers,712,"Museums, Historical Sites, and Similar Institutions",130,7.857881152569829e-05
15-1252,Software Developers,486,Pipeline Transportation,120,7.253428756218304e-05
15-1252,Software Developers,314,Textile Product Mills,100,6.0445239635152536e-05
15-1252,Software Developers,115,Support Activities for Agriculture and Forestry,70,4.2311667744606775e-05
15-1252,Software Developers,313,Textile Mills,30,1.813357189054576e-05
15-1253,Software Quality Assurance Analysts and Testers,541,"Professional, Scientific, and Technical Services",83530,0.4197276518767901
15-1253,Software Quality Assurance Analysts and Testers,513,Publishing Industries,21590,0.10848701070297975
15-1253,Software Quality Assurance Analysts and Testers,551,Management of Companies and Enterprises,11150,0.056027335309783426
15-1253,Software Quality Assurance Analysts and Testers,561,Administrative and Support Services,10980,0.055173106879051304
15-1253,Software Quality Assurance Analysts and Testers,524,Insurance Carriers and Related Activities,9490,0.04768604592734033
15-1253,Software Quality Assurance Analysts and Testers,518,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",9150,0.04597758906587609
15-1253,Software Quality Assurance Analysts and Testers,522,Credit Intermediation and Related Activities,9140,0.04592734033465655
15-1253,Software Quality Assurance Analysts and Testers,334,Computer and Electronic Product Manufacturing,8460,0.042510426611728054
15-1253,Software Quality Assurance Analysts and Testers,336,Transportation Equipment Manufacturing,5040,0.0253253605346465
15-1253,Software Quality Assurance Analysts and Testers,423,"Merchant Wholesalers, Durable Goods",4870,0.024471132103914377
15-1253,Software Quality Assurance Analysts and Testers,517,Telecommunications,3510,0.017637304658057382
15-1253,Software Quality Assurance Analysts and Testers,611,Educational Services,2310,0.01160745691171298
15-1253,Software Quality Assurance Analysts and Testers,523,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",1860,0.009346264006833827
15-1253,Software Quality Assurance Analysts and Testers,519,"Web Search Portals, Libraries, Archives, and Other Information Services",1840,0.009245766544394754
15-1253,Software Quality Assurance Analysts and Testers,516,Broadcasting and Content Providers,1780,0.008944274157077534
15-1253,Software Quality Assurance Analysts and Testers,999,"Federal, State, and Local Government, excluding State and Local Government Schools and Hospitals and the U.S. Postal Service (OEWS Designation)",1660,0.008341289382443093
15-1253,Software Quality Assurance Analysts and Testers,622,Hospitals,1550,0.007788553339028189
15-1253,Software Quality Assurance Analysts and Testers,339,Miscellaneous Manufacturing,1250,0.006281091402442088
15-1253,Software Quality Assurance Analysts and Testers,621,Ambulatory Health Care Services,990,0.004974624390734134
15-1253,Software Quality Assurance Analysts and Testers,333,Machinery Manufacturing,810,0.0040701472287824735
15-1253,Software Quality Assurance Analysts and Testers,425,Wholesale Trade Agents and Brokers,780,0.003919401035123863
15-1253,Software Quality Assurance Analysts and Testers,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",760,0.0038189035726847896
15-1253,Software Quality Assurance Analysts and Testers,512,Motion Picture and Sound Recording Industries,710,0.003567659916587106
15-1253,Software Quality Assurance Analysts and Testers,325,Chemical Manufacturing,600,0.0030149238731722026
15-1253,Software Quality Assurance Analysts and Testers,531,Real Estate,470,0.0023616903673182254
15-1253,Software Quality Assurance Analysts and Testers,424,"Merchant Wholesalers, Nondurable Goods",350,0.0017587055926837848
15-1253,Software Quality Assurance Analysts and Testers,488,Support Activities for Transportation,330,0.0016582081302447113
15-1253,Software Quality Assurance Analysts and Testers,332,Fabricated Metal Product Manufacturing,290,0.0014572132053665644
15-1253,Software Quality Assurance Analysts and Testers,459,"Sporting Goods, Hobby, Musical Instrument, Book, and Miscellaneous Retailers",290,0.0014572132053665644
15-1253,Software Quality Assurance Analysts and Testers,221,Utilities,260,0.0013064670117079544
15-1253,Software Quality Assurance Analysts and Testers,335,"Electrical Equipment, Appliance, and Component Manufacturing",260,0.0013064670117079544
15-1253,Software Quality Assurance Analysts and Testers,493,Warehousing and Storage,250,0.0012562182804884176
15-1253,Software Quality Assurance Analysts and Testers,485,Transit and Ground Passenger Transportation,220,0.0011054720868298076
15-1253,Software Quality Assurance Analysts and Testers,456,Health and Personal Care Retailers,210,0.001055223355610271
15-1253,Software Quality Assurance Analysts and Testers,811,Repair and Maintenance,210,0.001055223355610271
15-1253,Software Quality Assurance Analysts and Testers,521,Monetary Authorities-Central Bank,200,0.001004974624390734
15-1253,Software Quality Assurance Analysts and Testers,238,Specialty Trade Contractors,180,0.0009044771619516607
15-1253,Software Quality Assurance Analysts and Testers,713,"Amusement, Gambling, and Recreation Industries",180,0.0009044771619516607
15-1253,Software Quality Assurance Analysts and Testers,441,Motor Vehicle and Parts Dealers,160,0.0008039796995125873
15-1253,Software Quality Assurance Analysts and Testers,533,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),140,0.0007034822370735139
