cip4,naics3,naics3_title,weighted_emp,share_in_naics3
14.06,532,Rental and Leasing Services,60,0.00020777062123415748
14.06,456,Health and Personal Care Retailers,50,0.0001731421843617979
14.06,522,Credit Intermediation and Related Activities,50,0.0001731421843617979
14.06,458,"Clothing, Clothing Accessories, Shoe, and Jewelry Retailers",40,0.00013851374748943831
14.06,481,Air Transportation,40,0.00013851374748943831
14.06,483,Water Transportation,40,0.00013851374748943831
14.06,459,"Sporting Goods, Hobby, Musical Instrument, Book, and Miscellaneous Retailers",30,0.00010388531061707874
14.07,541,"Professional, Scientific, and Technical Services",125810,0.28750657007701275
14.07,999,"Federal, State, and Local Government, excluding State and Local Government Schools and Hospitals and the U.S. Postal Service (OEWS Designation)",59030,0.1348979638474371
14.07,611,Educational Services,44460,0.10160195616901666
14.07,334,Computer and Electronic Product Manufacturing,29990,0.06853447290843026
14.07,336,Transportation Equipment Manufacturing,26890,0.06145021595557485
14.07,551,Management of Companies and Enterprises,19990,0.04568203112502571
14.07,333,Machinery Manufacturing,18020,0.041180100093695014
14.07,325,Chemical Manufacturing,17600,0.04022029753879202
14.07,423,"Merchant Wholesalers, Durable Goods",14920,0.0340958431408396
14.07,339,Miscellaneous Manufacturing,9150,0.02090998423181517
14.07,221,Utilities,7840,0.017916314358189172
14.07,332,Fabricated Metal Product Manufacturing,6680,0.015265431111314244
14.07,561,Administrative and Support Services,6020,0.013757169953609543
14.07,335,"Electrical Equipment, Appliance, and Component Manufacturing",4960,0.01133481112456866
14.07,326,Plastics and Rubber Products Manufacturing,3770,0.008615370552343517
14.07,238,Specialty Trade Contractors,3750,0.008569665668776708
14.07,324,Petroleum and Coal Products Manufacturing,2960,0.006764322767887749
14.07,236,Construction of Buildings,2370,0.00541602870266688
14.07,622,Hospitals,1970,0.004501931031330697
14.07,331,Primary Metal Manufacturing,1920,0.004387668822413675
14.07,517,Telecommunications,1910,0.00436481638063027
14.07,513,Publishing Industries,1760,0.004022029753879202
14.07,211,Oil and Gas Extraction,1730,0.003953472428528989
14.07,424,"Merchant Wholesalers, Nondurable Goods",1680,0.0038392102196119654
14.07,516,Broadcasting and Content Providers,1680,0.0038392102196119654
14.07,237,Heavy and Civil Engineering Construction,1540,0.0035192760346443018
14.07,311,Food Manufacturing,1530,0.0034964235928608973
14.07,524,Insurance Carriers and Related Activities,1490,0.003405013825727279
14.07,811,Repair and Maintenance,1290,0.002947964990059188
14.07,322,Paper Manufacturing,1120,0.0025594734797413105
14.07,425,Wholesale Trade Agents and Brokers,1050,0.0023995063872574783
14.07,213,Support Activities for Mining,1040,0.002376653945474074
14.07,337,Furniture and Related Product Manufacturing,980,0.0022395392947736465
14.07,486,Pipeline Transportation,970,0.002216686852990242
14.07,621,Ambulatory Health Care Services,920,0.002102424644073219
14.07,327,Nonmetallic Mineral Product Manufacturing,860,0.0019653099933727917
14.07,531,Real Estate,850,0.0019424575515893873
14.07,493,Warehousing and Storage,770,0.0017596380173221509
14.07,488,Support Activities for Transportation,740,0.0016910806919719372
14.07,562,Waste Management and Remediation Services,730,0.0016682282501885325
14.07,519,"Web Search Portals, Libraries, Archives, and Other Information Services",670,0.0015311135994881054
14.07,492,Couriers and Messengers,520,0.001188326972737037
14.07,212,Mining (except Oil and Gas),350,0.0007998354624191595
14.07,321,Wood Product Manufacturing,340,0.0007769830206357549
14.07,512,Motion Picture and Sound Recording Industries,320,0.0007312781370689458
14.07,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",270,0.000617015928151923
14.07,518,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",250,0.0005713110445851139
14.07,711,"Performing Arts, Spectator Sports, and Related Industries",240,0.0005484586028017094
14.07,721,Accommodation,240,0.0005484586028017094
14.07,323,Printing and Related Support Activities,200,0.00045704883566809114
14.07,312,Beverage and Tobacco Product Manufacturing,180,0.00041134395210128203
14.07,313,Textile Mills,160,0.0003656390685344729
14.07,441,Motor Vehicle and Parts Dealers,160,0.0003656390685344729
14.07,532,Rental and Leasing Services,160,0.0003656390685344729
14.07,314,Textile Product Mills,130,0.00029708174318425923
14.07,483,Water Transportation,110,0.0002513768596174501
14.07,449,"Furniture, Home Furnishings, Electronics, and Appliance Retailers",100,0.00022852441783404557
14.07,522,Credit Intermediation and Related Activities,90,0.00020567197605064102
14.07,713,"Amusement, Gambling, and Recreation Industries",80,0.00018281953426723646
14.07,444,Building Material and Garden Equipment and Supplies Dealers,60,0.00013711465070042735
14.07,523,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",60,0.00013711465070042735
14.07,456,Health and Personal Care Retailers,50,0.00011426220891702279
14.07,458,"Clothing, Clothing Accessories, Shoe, and Jewelry Retailers",40,9.140976713361823e-05
14.07,481,Air Transportation,40,9.140976713361823e-05
14.07,459,"Sporting Goods, Hobby, Musical Instrument, Book, and Miscellaneous Retailers",30,6.855732535021368e-05
14.08,541,"Professional, Scientific, and Technical Services",339640,0.4203725478061761
14.08,999,"Federal, State, and Local Government, excluding State and Local Government Schools and Hospitals and the U.S. Postal Service (OEWS Designation)",152620,0.18889782783588094
14.08,611,Educational Services,45590,0.05642675908162634
14.08,236,Construction of Buildings,29240,0.036190358314252116
14.08,334,Computer and Electronic Product Manufacturing,28770,0.03560863914846216
14.08,336,Transportation Equipment Manufacturing,28300,0.0350269199826722
14.08,551,Management of Companies and Enterprises,23550,0.02914784330713534
14.08,333,Machinery Manufacturing,18080,0.022377622377622378
14.08,423,"Merchant Wholesalers, Durable Goods",13610,0.016845101800854013
14.08,237,Heavy and Civil Engineering Construction,12070,0.014939043257627328
14.08,238,Specialty Trade Contractors,11080,0.013713719908410174
14.08,221,Utilities,10370,0.012834952657961508
14.08,325,Chemical Manufacturing,10090,0.012488396559193019
14.08,211,Oil and Gas Extraction,8320,0.010297666934835076
14.08,332,Fabricated Metal Product Manufacturing,7450,0.009220867627947275
14.08,213,Support Activities for Mining,6470,0.008007921282257566
14.08,339,Miscellaneous Manufacturing,6000,0.007426202116467604
14.08,561,Administrative and Support Services,5740,0.007104400024754007
14.08,335,"Electrical Equipment, Appliance, and Component Manufacturing",4870,0.006027600717866205
14.08,324,Petroleum and Coal Products Manufacturing,3600,0.004455721269880562
14.08,326,Plastics and Rubber Products Manufacturing,3550,0.004393836252243332
14.08,212,Mining (except Oil and Gas),3100,0.003836871093508262
14.08,531,Real Estate,3100,0.003836871093508262
14.08,486,Pipeline Transportation,2740,0.0033912989665202055
14.08,517,Telecommunications,2510,0.0031066278853889473
14.08,331,Primary Metal Manufacturing,2260,0.002797202797202797
14.08,562,Waste Management and Remediation Services,2100,0.002599170740763661
14.08,524,Insurance Carriers and Related Activities,2030,0.002512531716071539
14.08,513,Publishing Industries,1760,0.002178352620830497
14.08,516,Broadcasting and Content Providers,1680,0.002079336592610929
14.08,311,Food Manufacturing,1540,0.0019060585432266847
14.08,424,"Merchant Wholesalers, Nondurable Goods",1320,0.0016337644656228727
14.08,811,Repair and Maintenance,1320,0.0016337644656228727
14.08,322,Paper Manufacturing,1260,0.0015595024444581967
14.08,327,Nonmetallic Mineral Product Manufacturing,1200,0.0014852404232935205
14.08,337,Furniture and Related Product Manufacturing,1070,0.0013243393774367226
14.08,425,Wholesale Trade Agents and Brokers,950,0.0011758153351073704
14.08,488,Support Activities for Transportation,820,0.0010149142892505725
14.08,493,Warehousing and Storage,800,0.0009901602821956804
14.08,721,Accommodation,790,0.0009777832786682344
14.08,622,Hospitals,700,0.0008663902469212204
14.08,519,"Web Search Portals, Libraries, Archives, and Other Information Services",670,0.0008292592363388823
14.08,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",670,0.0008292592363388823
14.08,482,Rail Transportation,660,0.0008168822328114364
14.08,321,Wood Product Manufacturing,540,0.0006683581904820843
14.08,492,Couriers and Messengers,520,0.0006436041834271923
14.08,518,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",330,0.0004084411164057182
14.08,512,Motion Picture and Sound Recording Industries,320,0.00039606411287827217
14.08,711,"Performing Arts, Spectator Sports, and Related Industries",240,0.00029704808465870415
14.08,323,Printing and Related Support Activities,200,0.0002475400705489201
14.08,621,Ambulatory Health Care Services,200,0.0002475400705489201
14.08,312,Beverage and Tobacco Product Manufacturing,180,0.0002227860634940281
14.08,313,Textile Mills,160,0.00019803205643913608
14.08,441,Motor Vehicle and Parts Dealers,160,0.00019803205643913608
14.08,532,Rental and Leasing Services,160,0.00019803205643913608
14.08,314,Textile Product Mills,130,0.00016090104585679806
14.08,483,Water Transportation,110,0.00013614703880190606
14.08,449,"Furniture, Home Furnishings, Electronics, and Appliance Retailers",100,0.00012377003527446005
14.08,481,Air Transportation,90,0.00011139303174701404
14.08,522,Credit Intermediation and Related Activities,90,0.00011139303174701404
14.08,713,"Amusement, Gambling, and Recreation Industries",80,9.901602821956804e-05
14.08,444,Building Material and Garden Equipment and Supplies Dealers,60,7.426202116467604e-05
14.08,523,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",60,7.426202116467604e-05
14.08,456,Health and Personal Care Retailers,50,6.188501763723002e-05
14.08,458,"Clothing, Clothing Accessories, Shoe, and Jewelry Retailers",40,4.950801410978402e-05
14.08,624,Social Assistance,40,4.950801410978402e-05
14.08,459,"Sporting Goods, Hobby, Musical Instrument, Book, and Miscellaneous Retailers",30,3.713101058233802e-05
14.09,541,"Professional, Scientific, and Technical Services",972470,0.40243912532485804
14.09,513,Publishing Industries,195110,0.08074274552647696
14.09,551,Management of Companies and Enterprises,148380,0.06140437999702041
14.09,334,Computer and Electronic Product Manufacturing,130300,0.05392229891907103
14.09,518,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",98090,0.040592772839383555
14.09,561,Administrative and Support Services,88860,0.03677310423598351
14.09,522,Credit Intermediation and Related Activities,85600,0.035424012183211666
14.09,524,Insurance Carriers and Related Activities,83800,0.034679114730760956
14.09,423,"Merchant Wholesalers, Durable Goods",73720,0.030507688997036965
14.09,611,Educational Services,71240,0.02948138584032709
14.09,336,Transportation Equipment Manufacturing,60620,0.025086490870867888
14.09,519,"Web Search Portals, Libraries, Archives, and Other Information Services",52260,0.021626856036152355
14.09,999,"Federal, State, and Local Government, excluding State and Local Government Schools and Hospitals and the U.S. Postal Service (OEWS Designation)",48670,0.02014119945043121
14.09,517,Telecommunications,44840,0.01855622320438331
14.09,523,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",36670,0.01517521643409313
14.09,516,Broadcasting and Content Providers,26010,0.010763768187912798
14.09,333,Machinery Manufacturing,24840,0.010279584843819835
14.09,622,Hospitals,14480,0.005992286173047955
14.09,425,Wholesale Trade Agents and Brokers,11250,0.004655609077816954
14.09,339,Miscellaneous Manufacturing,10240,0.004237638840608499
14.09,325,Chemical Manufacturing,10080,0.004171425733723991
14.09,221,Utilities,9240,0.003823806922580325
14.09,621,Ambulatory Health Care Services,9200,0.0038072536458591977
14.09,332,Fabricated Metal Product Manufacturing,8110,0.0033561768552084884
14.09,335,"Electrical Equipment, Appliance, and Component Manufacturing",7540,0.0031202926619324296
14.09,485,Transit and Ground Passenger Transportation,7220,0.002987866448163414
14.09,424,"Merchant Wholesalers, Nondurable Goods",6620,0.00273956729734651
14.09,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",6340,0.002623694360298621
14.09,531,Real Estate,5030,0.0020815745476817134
14.09,238,Specialty Trade Contractors,4340,0.0017960305242422738
14.09,488,Support Activities for Transportation,4160,0.0017215407789972026
14.09,512,Motion Picture and Sound Recording Industries,4090,0.0016925725447352303
14.09,326,Plastics and Rubber Products Manufacturing,3870,0.001601529522769032
14.09,236,Construction of Buildings,3410,0.0014111668404760721
14.09,459,"Sporting Goods, Hobby, Musical Instrument, Book, and Miscellaneous Retailers",3120,0.0012911555842479018
14.09,493,Warehousing and Storage,3080,0.001274602307526775
14.09,481,Air Transportation,2680,0.0011090695403155055
14.09,456,Health and Personal Care Retailers,2630,0.0010883779444140968
14.09,311,Food Manufacturing,2100,0.0008690470278591647
14.09,811,Repair and Maintenance,2080,0.0008607703894986013
14.09,211,Oil and Gas Extraction,2050,0.000848355431957756
14.09,521,Monetary Authorities-Central Bank,1960,0.0008111105593352204
14.09,449,"Furniture, Home Furnishings, Electronics, and Appliance Retailers",1890,0.0007821423250732483
14.09,331,Primary Metal Manufacturing,1880,0.0007780040058929666
14.09,237,Heavy and Civil Engineering Construction,1850,0.0007655890483521212
14.09,323,Printing and Related Support Activities,1790,0.0007407591332704308
14.09,492,Couriers and Messengers,1790,0.0007407591332704308
14.09,713,"Amusement, Gambling, and Recreation Industries",1650,0.0006828226647464866
14.09,441,Motor Vehicle and Parts Dealers,1460,0.0006041946003211336
14.09,624,Social Assistance,1280,0.0005297048550760623
14.09,455,General Merchandise Retailers,1240,0.0005131515783549353
14.09,482,Rail Transportation,1060,0.0004386618331098641
14.09,337,Furniture and Related Product Manufacturing,1050,0.00043452351392958235
14.09,562,Waste Management and Remediation Services,990,0.00040969359884789194
14.09,322,Paper Manufacturing,960,0.00039727864130704673
14.09,324,Petroleum and Coal Products Manufacturing,960,0.00039727864130704673
14.09,327,Nonmetallic Mineral Product Manufacturing,890,0.00036831040704507457
14.09,532,Rental and Leasing Services,890,0.00036831040704507457
14.09,213,Support Activities for Mining,800,0.00033106553442253895
14.09,484,Truck Transportation,710,0.00029382066180000334
14.09,711,"Performing Arts, Spectator Sports, and Related Industries",700,0.0002896823426197216
14.09,458,"Clothing, Clothing Accessories, Shoe, and Jewelry Retailers",630,0.0002607141083577494
14.09,721,Accommodation,630,0.0002607141083577494
14.09,525,"Funds, Trusts, and Other Financial Vehicles",550,0.00022760755491549553
14.09,533,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),510,0.00021105427819436857
14.09,486,Pipeline Transportation,490,0.0002027776398338051
14.09,812,Personal and Laundry Services,440,0.0001820860439323964
14.09,491,Postal Service (Federal Government),370,0.00015311780967042427
14.09,212,Mining (except Oil and Gas),360,0.00014897949049014252
14.09,483,Water Transportation,310,0.00012828789458873383
14.09,321,Wood Product Manufacturing,270,0.00011173461786760689
14.09,312,Beverage and Tobacco Product Manufacturing,260,0.00010759629868732516
14.09,623,Nursing and Residential Care Facilities,250,0.00010345797950704342
14.09,445,Food and Beverage Retailers,230,9.518134114647994e-05
14.09,444,Building Material and Garden Equipment and Supplies Dealers,210,8.690470278591648e-05
14.09,314,Textile Product Mills,160,6.62131068845078e-05
14.09,315,Apparel Manufacturing,160,6.62131068845078e-05
14.09,712,"Museums, Historical Sites, and Similar Institutions",160,6.62131068845078e-05
14.09,313,Textile Mills,140,5.7936468523944314e-05
14.09,115,Support Activities for Agriculture and Forestry,70,2.8968234261972157e-05
14.10,541,"Professional, Scientific, and Technical Services",252430,0.3073205176590901
14.10,999,"Federal, State, and Local Government, excluding State and Local Government Schools and Hospitals and the U.S. Postal Service (OEWS Designation)",96310,0.1172524622895336
14.10,334,Computer and Electronic Product Manufacturing,95360,0.11609588624161482
14.10,336,Transportation Equipment Manufacturing,75720,0.09218519826148358
14.10,611,Educational Services,45280,0.055126066789223147
14.10,551,Management of Companies and Enterprises,31700,0.03859311654634218
14.10,221,Utilities,30290,0.03687651420153642
14.10,333,Machinery Manufacturing,27680,0.03369897369093853
14.10,423,"Merchant Wholesalers, Durable Goods",25070,0.030521433180340642
14.10,517,Telecommunications,20670,0.02516465990576949
14.10,335,"Electrical Equipment, Appliance, and Component Manufacturing",15130,0.01841999537369581
14.10,561,Administrative and Support Services,13080,0.015924226007134248
14.10,238,Specialty Trade Contractors,10760,0.013099745553269457
14.10,325,Chemical Manufacturing,10760,0.013099745553269457
14.10,332,Fabricated Metal Product Manufacturing,8200,0.009983077466246241
14.10,339,Miscellaneous Manufacturing,7390,0.008996944204336551
14.10,513,Publishing Industries,4860,0.005916799571458138
14.10,326,Plastics and Rubber Products Manufacturing,4140,0.005040236671982858
14.10,811,Repair and Maintenance,3220,0.00392018407820889
14.10,236,Construction of Buildings,3120,0.0037984392310595454
14.10,519,"Web Search Portals, Libraries, Archives, and Other Information Services",3120,0.0037984392310595454
14.10,237,Heavy and Civil Engineering Construction,2900,0.003530600567330988
14.10,331,Primary Metal Manufacturing,2840,0.003457553659041381
14.10,488,Support Activities for Transportation,2370,0.0028853528774394625
14.10,324,Petroleum and Coal Products Manufacturing,2190,0.0026662121525706426
14.10,516,Broadcasting and Content Providers,2090,0.002544467305421298
14.10,518,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",2070,0.002520118335991429
14.10,211,Oil and Gas Extraction,1950,0.0023740245194122157
14.10,425,Wholesale Trade Agents and Brokers,1820,0.002215756218118068
14.10,311,Food Manufacturing,1700,0.002069662401538855
14.10,524,Insurance Carriers and Related Activities,1540,0.0018748706460999039
14.10,322,Paper Manufacturing,1390,0.0016922533753758872
14.10,486,Pipeline Transportation,1390,0.0016922533753758872
14.10,213,Support Activities for Mining,1170,0.0014244147116473295
14.10,424,"Merchant Wholesalers, Nondurable Goods",1090,0.001327018833927854
14.10,327,Nonmetallic Mineral Product Manufacturing,1060,0.0012904953797830507
14.10,337,Furniture and Related Product Manufacturing,1040,0.0012661464103531819
14.10,493,Warehousing and Storage,930,0.0011322270784889029
14.10,622,Hospitals,910,0.001107878109059034
14.10,531,Real Estate,890,0.0010835291396291652
14.10,562,Waste Management and Remediation Services,740,0.0009009118689051486
14.10,492,Couriers and Messengers,520,0.0006330732051765909
14.10,212,Mining (except Oil and Gas),450,0.0005478518121720498
14.10,321,Wood Product Manufacturing,450,0.0005478518121720498
14.10,512,Motion Picture and Sound Recording Industries,350,0.0004261069650227054
14.10,711,"Performing Arts, Spectator Sports, and Related Industries",300,0.0003652345414480332
14.10,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",270,0.0003287110873032299
14.10,721,Accommodation,240,0.0002921876331584266
14.10,323,Printing and Related Support Activities,230,0.0002800131484434921
14.10,482,Rail Transportation,230,0.0002800131484434921
14.10,621,Ambulatory Health Care Services,230,0.0002800131484434921
14.10,522,Credit Intermediation and Related Activities,220,0.0002678386637285577
14.10,312,Beverage and Tobacco Product Manufacturing,210,0.00025566417901362327
14.10,313,Textile Mills,190,0.00023131520958375438
14.10,441,Motor Vehicle and Parts Dealers,160,0.00019479175543895104
14.10,532,Rental and Leasing Services,160,0.00019479175543895104
14.10,314,Textile Product Mills,130,0.00015826830129414774
14.10,483,Water Transportation,110,0.00013391933186427884
14.10,485,Transit and Ground Passenger Transportation,110,0.00013391933186427884
14.10,449,"Furniture, Home Furnishings, Electronics, and Appliance Retailers",100,0.0001217448471493444
14.10,713,"Amusement, Gambling, and Recreation Industries",80,9.739587771947552e-05
14.10,444,Building Material and Garden Equipment and Supplies Dealers,60,7.304690828960665e-05
14.10,523,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",60,7.304690828960665e-05
14.10,456,Health and Personal Care Retailers,50,6.08724235746722e-05
14.10,458,"Clothing, Clothing Accessories, Shoe, and Jewelry Retailers",40,4.869793885973776e-05
14.10,481,Air Transportation,40,4.869793885973776e-05
14.10,459,"Sporting Goods, Hobby, Musical Instrument, Book, and Miscellaneous Retailers",30,3.652345414480332e-05
14.11,541,"Professional, Scientific, and Technical Services",203810,0.2985221097652073
14.11,999,"Federal, State, and Local Government, excluding State and Local Government Schools and Hospitals and the U.S. Postal Service (OEWS Designation)",72540,0.1062499084557585
14.11,333,Machinery Manufacturing,58880,0.08624199903329281
14.11,336,Transportation Equipment Manufacturing,55700,0.08158422802572027
14.11,334,Computer and Electronic Product Manufacturing,46360,0.06790385657580596
14.11,611,Educational Services,44670,0.06542850028561803
14.11,423,"Merchant Wholesalers, Durable Goods",29080,0.042593704685600454
14.11,551,Management of Companies and Enterprises,27870,0.04082140817014047
14.11,332,Fabricated Metal Product Manufacturing,20320,0.029762863796815725
14.11,561,Administrative and Support Services,13850,0.020286203916628828
14.11,325,Chemical Manufacturing,12440,0.01822096582836553
14.11,339,Miscellaneous Manufacturing,10880,0.01593602156049976
14.11,335,"Electrical Equipment, Appliance, and Component Manufacturing",10360,0.015174373471211167
14.11,221,Utilities,9370,0.01372431268583481
14.11,238,Specialty Trade Contractors,7950,0.01164442751893135
14.11,326,Plastics and Rubber Products Manufacturing,6740,0.009872131003471358
14.11,331,Primary Metal Manufacturing,4170,0.006107831792948896
14.11,236,Construction of Buildings,3570,0.005229007074538983
14.11,324,Petroleum and Coal Products Manufacturing,2830,0.004145123255166757
14.11,425,Wholesale Trade Agents and Brokers,2690,0.0039400641542044436
14.11,811,Repair and Maintenance,2680,0.003925417075564278
14.11,311,Food Manufacturing,2230,0.0032662985367568438
14.11,517,Telecommunications,2220,0.0032516514581166786
14.11,211,Oil and Gas Extraction,2210,0.0032370043794765135
14.11,513,Publishing Industries,2090,0.003061239435794531
14.11,322,Paper Manufacturing,1770,0.0025925329193092436
14.11,337,Furniture and Related Product Manufacturing,1730,0.002533944604748583
14.11,237,Heavy and Civil Engineering Construction,1710,0.0025046504474682523
14.11,213,Support Activities for Mining,1690,0.002475356290187922
14.11,516,Broadcasting and Content Providers,1680,0.002460709211547757
14.11,424,"Merchant Wholesalers, Nondurable Goods",1630,0.002387473818346931
14.11,327,Nonmetallic Mineral Product Manufacturing,1500,0.0021970617960247827
14.11,524,Insurance Carriers and Related Activities,1490,0.0021824147173846176
14.11,531,Real Estate,1380,0.0020212968523428
14.11,486,Pipeline Transportation,1290,0.0018894731445813133
14.11,519,"Web Search Portals, Libraries, Archives, and Other Information Services",1260,0.0018455319086608177
14.11,488,Support Activities for Transportation,1140,0.001669766964978835
14.11,493,Warehousing and Storage,1030,0.0015086490999370176
14.11,562,Waste Management and Remediation Services,880,0.0012889429203345392
14.11,622,Hospitals,750,0.0010985308980123914
14.11,321,Wood Product Manufacturing,610,0.0008934717970500783
14.11,711,"Performing Arts, Spectator Sports, and Related Industries",610,0.0008934717970500783
14.11,492,Couriers and Messengers,520,0.0007616480892885914
14.11,312,Beverage and Tobacco Product Manufacturing,500,0.000732353932008261
14.11,212,Mining (except Oil and Gas),470,0.0006884126960877653
14.11,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",380,0.0005565889883262784
14.11,512,Motion Picture and Sound Recording Industries,320,0.000468706516485287
14.11,313,Textile Mills,290,0.00042476528056479136
14.11,441,Motor Vehicle and Parts Dealers,270,0.0003954711232844609
14.11,323,Printing and Related Support Activities,260,0.0003808240446442957
14.11,518,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",250,0.0003661769660041305
14.11,314,Textile Product Mills,240,0.00035152988736396524
14.11,721,Accommodation,240,0.00035152988736396524
14.11,621,Ambulatory Health Care Services,200,0.00029294157280330437
14.11,482,Rail Transportation,170,0.00024900033688280874
14.11,532,Rental and Leasing Services,160,0.0002343532582426435
14.11,522,Credit Intermediation and Related Activities,140,0.00020505910096231306
14.11,483,Water Transportation,110,0.0001611178650418174
14.11,449,"Furniture, Home Furnishings, Electronics, and Appliance Retailers",100,0.00014647078640165218
14.11,459,"Sporting Goods, Hobby, Musical Instrument, Book, and Miscellaneous Retailers",90,0.00013182370776148697
14.11,713,"Amusement, Gambling, and Recreation Industries",80,0.00011717662912132175
14.11,444,Building Material and Garden Equipment and Supplies Dealers,60,8.788247184099131e-05
14.11,523,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",60,8.788247184099131e-05
14.11,456,Health and Personal Care Retailers,50,7.323539320082609e-05
14.11,458,"Clothing, Clothing Accessories, Shoe, and Jewelry Retailers",40,5.8588314560660873e-05
14.11,481,Air Transportation,40,5.8588314560660873e-05
14.11,491,Postal Service (Federal Government),30,4.3941235920495655e-05
14.12,541,"Professional, Scientific, and Technical Services",175290,0.3383127786462857
14.12,999,"Federal, State, and Local Government, excluding State and Local Government Schools and Hospitals and the U.S. Postal Service (OEWS Designation)",79820,0.1540540018914172
14.12,611,Educational Services,51220,0.09885549958504622
14.12,334,Computer and Electronic Product Manufacturing,29270,0.05649161407368807
14.12,336,Transportation Equipment Manufacturing,26360,0.05087526296489298
14.12,551,Management of Companies and Enterprises,21160,0.04083917163646189
14.12,333,Machinery Manufacturing,17680,0.034122710516665704
14.12,325,Chemical Manufacturing,15240,0.029413467662555728
14.12,423,"Merchant Wholesalers, Durable Goods",13210,0.025495532009341286
14.12,221,Utilities,7920,0.015285739100225812
14.12,339,Miscellaneous Manufacturing,6630,0.012796016443749638
14.12,561,Administrative and Support Services,6580,0.012699515565591646
14.12,332,Fabricated Metal Product Manufacturing,6550,0.012641615038696851
14.12,622,Hospitals,6420,0.012390712755486075
14.12,335,"Electrical Equipment, Appliance, and Component Manufacturing",4870,0.009399185532588346
14.12,424,"Merchant Wholesalers, Nondurable Goods",4130,0.007970972535850076
14.12,238,Specialty Trade Contractors,3750,0.007237565861849343
14.12,621,Ambulatory Health Care Services,3660,0.007063864281164959
14.12,326,Plastics and Rubber Products Manufacturing,3490,0.006735761295427788
14.12,236,Construction of Buildings,2370,0.0045741416246887845
14.12,524,Insurance Carriers and Related Activities,1960,0.0037828344237932567
14.12,517,Telecommunications,1910,0.0036863335456352652
14.12,324,Petroleum and Coal Products Manufacturing,1840,0.0035512323162140776
14.12,331,Primary Metal Manufacturing,1840,0.0035512323162140776
14.12,211,Oil and Gas Extraction,1810,0.003493331789319283
14.12,513,Publishing Industries,1760,0.0033968309111612914
14.12,311,Food Manufacturing,1730,0.003338930384266497
14.12,516,Broadcasting and Content Providers,1680,0.0032424295061085056
14.12,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1460,0.002817825642213344
14.12,237,Heavy and Civil Engineering Construction,1430,0.0027599251153185493
14.12,213,Support Activities for Mining,1090,0.002103719143844209
14.12,811,Repair and Maintenance,1080,0.0020844189682126106
14.12,322,Paper Manufacturing,980,0.0018914172118966283
14.12,337,Furniture and Related Product Manufacturing,980,0.0018914172118966283
14.12,486,Pipeline Transportation,970,0.00187211703626503
14.12,425,Wholesale Trade Agents and Brokers,910,0.0017563159824754405
14.12,531,Real Estate,850,0.0016405149286858511
14.12,327,Nonmetallic Mineral Product Manufacturing,820,0.0015826144017910564
14.12,493,Warehousing and Storage,770,0.0014861135236330651
14.12,488,Support Activities for Transportation,740,0.0014282129967382704
14.12,562,Waste Management and Remediation Services,720,0.001389612645475074
14.12,519,"Web Search Portals, Libraries, Archives, and Other Information Services",670,0.0012931117673170825
14.12,492,Couriers and Messengers,520,0.0010036091328431088
14.12,212,Mining (except Oil and Gas),440,0.0008492077277903228
14.12,321,Wood Product Manufacturing,340,0.0006562059714743404
14.12,712,"Museums, Historical Sites, and Similar Institutions",340,0.0006562059714743404
14.12,512,Motion Picture and Sound Recording Industries,320,0.000617605620211144
14.12,518,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",250,0.0004825043907899562
14.12,711,"Performing Arts, Spectator Sports, and Related Industries",240,0.0004632042151583579
14.12,721,Accommodation,240,0.0004632042151583579
14.12,323,Printing and Related Support Activities,200,0.000386003512631965
14.12,312,Beverage and Tobacco Product Manufacturing,180,0.0003474031613687685
14.12,313,Textile Mills,160,0.000308802810105572
14.12,441,Motor Vehicle and Parts Dealers,160,0.000308802810105572
14.12,532,Rental and Leasing Services,160,0.000308802810105572
14.12,314,Textile Product Mills,130,0.0002509022832107772
14.12,713,"Amusement, Gambling, and Recreation Industries",130,0.0002509022832107772
14.12,483,Water Transportation,110,0.0002123019319475807
14.12,449,"Furniture, Home Furnishings, Electronics, and Appliance Retailers",100,0.0001930017563159825
14.12,522,Credit Intermediation and Related Activities,90,0.00017370158068438424
14.12,623,Nursing and Residential Care Facilities,70,0.00013510122942118774
14.12,444,Building Material and Garden Equipment and Supplies Dealers,60,0.00011580105378958948
