cip4,cip4_title,weighted_annual_median,weighted_annual_pct25,weighted_annual_pct75,weighted_employment_change_percent,total_employment_routing,n_routing_socs,n_socs_with_wage_data,n_socs_with_projection_data
30.21,Holocaust and Related Studies,88722.4667784802,69473.17120371565,116103.63307960263,-0.3882724809701974,77510.0,4.0,4.0,4.0
30.22,Ancient Studies/Civilization,80446.30653266332,61039.0661641541,104102.7742881072,1.5583961474036852,47760.0,5.0,5.0,5.0
30.23,Intercultural/Multicultural and Diversity Studies,96549.67975206612,75693.62190082645,123140.32851239669,-0.7317561983471075,48400.0,2.0,2.0,2.0
30.25,"Cognitive Science, General",70939.43668964735,52751.89845944336,98194.35058302834,3.3302961954208867,704940.0,6.0,6.0,6.0
30.26,Cultural Studies/Critical Theory and Analysis,82861.97269044166,60388.56749862452,122662.59290751762,1.1871004851698095,199930.0,3.0,3.0,3.0
30.27,Human Biology,115136.21431930827,84521.21920335734,154966.09818747512,3.0043196700553527,276410.0,6.0,6.0,6.0
30.28,Dispute Resolution,98365.96170140654,67364.65175394001,136590.33214709372,3.070920183019827,177030.0,4.0,4.0,4.0
30.29,Maritime Studies,78399.8622874507,55493.706601150836,121978.5123165449,1.8081205146440809,154670.0,2.0,2.0,2.0
30.30,Computational Science,108729.75250699357,77382.56981942212,149500.98225819942,10.799934014256639,1075990.0,7.0,7.0,7.0
30.31,Human Computer Interaction,140249.3106404398,105304.99429793861,182513.51396415173,11.916591032427034,1271470.0,5.0,5.0,5.0
30.32,Marine Sciences,101632.21174164035,73479.11011872345,140165.72138111317,2.6227404422176233,459050.0,7.0,7.0,7.0
30.33,Sustainability Studies,95163.58075390744,70058.99458575953,130623.98018183676,2.7957809786495047,489450.0,8.0,8.0,8.0
30.34,Anthrozoology,71640.0090731904,53874.90842798575,96186.75280596815,6.800957725653606,595160.0,7.0,7.0,7.0
30.35,Climate Science,150289.20741163986,106024.57513672354,200132.6324381683,3.305322014529426,122510.0,4.0,4.0,4.0
30.36,Cultural Studies and Comparative Literature,65490.37846724265,57968.344293259644,84337.5812375389,-1.4766448634090035,1143560.0,3.0,3.0,3.0
30.37,Design for Human Health,73488.09429932643,57703.760473139475,92812.44126827666,3.180811565631674,121740.0,3.0,3.0,3.0
30.38,Earth Systems Science,73759.92474269247,62924.88390284067,95594.38147385756,-1.025784273363524,1214500.0,6.0,6.0,6.0
30.39,Economics and Computer Science,139356.48507293992,106628.49481477811,179046.14286997155,14.509255984913466,3229370.0,7.0,7.0,7.0
30.40,Economics and Foreign Language/Literature,126511.65594916965,93001.04626634791,166391.96545684664,3.752967873077562,782210.0,7.0,7.0,7.0
30.41,Environmental Geosciences,74638.6066570321,61462.500630835224,97499.647821898,0.2864129562085656,1743720.0,10.0,10.0,10.0
30.42,Geoarcheaology,130935.29549582022,96316.41315348037,171880.4717674296,4.051504859079755,721330.0,6.0,6.0,6.0
30.43,Geobiology,126671.72022189658,91552.90035587188,173542.32886749005,4.614491312539251,191080.0,5.0,5.0,5.0
30.44,Geography and Environmental Studies,105159.05124353197,77962.11550659323,138313.08562844267,3.19106659989985,299550.0,8.0,8.0,8.0
30.45,History and Language/Literature,89954.93136475989,72228.26497395833,117063.07440633827,0.6842514124293785,1812480.0,7.0,7.0,7.0
30.46,History and Political Science,128629.87108606311,94645.20086745826,168451.67226677018,3.9361293690847514,747010.0,7.0,7.0,7.0
30.47,Linguistics and Anthropology,127541.6955802845,93996.1568946512,167240.06338249962,3.695853236050601,762040.0,6.0,6.0,6.0
30.48,Linguistics and Computer Science,128357.4916192387,98655.71449455818,164814.83941705187,17.216460067247734,1983710.0,4.0,4.0,4.0
30.49,Mathematical Economics,140266.37564063913,100186.00120590895,188669.04914078987,4.152806753090141,165850.0,6.0,6.0,6.0
30.50,Mathematics and Atmospheric/Oceanic Science,128682.54707911554,92131.35158061415,171690.26748854833,3.0457784312616636,176830.0,6.0,6.0,6.0
30.51,"Philosophy, Politics, and Economics",131415.07977465854,96389.83139919753,172694.63868361682,3.8532065224733523,740210.0,7.0,7.0,7.0
30.52,"Digital Humanities and Textual Studies, General",120149.91728341315,87906.18506977064,161085.06060536628,3.7260797836995625,872860.0,6.0,6.0,6.0
30.53,Thanatology,71726.93813320545,55812.5248786044,96611.38361009532,5.481604819854925,667240.0,8.0,8.0,8.0
30.70,"Data Science, General",137877.48655499605,106116.83321344158,177415.1583941356,15.757189737265783,2919300.0,8.0,8.0,8.0
30.71,"Data Analytics, General",108973.21916913307,80583.60097254493,146090.86299159817,10.181630716967842,3520660.0,9.0,9.0,9.0
31.01,"Parks, Recreation, and Leisure Studies",75890.0,57290.0,101420.0,2.4,12680.0,1.0,1.0,1.0
31.03,"Parks, Recreation, and Leisure Facilities Management, General",88933.19721228961,60704.73121908497,137312.5208446779,4.197306911095145,4829770.0,5.0,5.0,5.0
31.05,"Sports, Kinesiology, and Physical Education/Fitness, General",49515.778720417475,36860.84334040313,66404.09753269146,9.169691929749607,655370.0,7.0,7.0,7.0
31.06,Outdoor Education,38037.09642954754,32189.880487986684,45518.5094541208,4.607431609809427,402470.0,2.0,2.0,2.0
38.00,"Philosophy and Religious Studies, General",78050.0,60980.0,101680.0,0.7,20840.0,1.0,1.0,1.0
38.01,Philosophy,127518.29348769899,92292.67091172215,169704.31722141823,2.8858986975397976,172750.0,4.0,4.0,4.0
38.02,Religion/Religious Studies,80260.20142547258,62163.024480942055,103851.2395413697,1.3021382088627207,32270.0,2.0,2.0,2.0
38.99,"Philosophy and Religious Studies, Other",78050.0,60980.0,101680.0,0.7,20840.0,1.0,1.0,1.0
39.02,Bible/Biblical Studies,66274.90307328606,51457.44208037825,88139.39952718676,1.4102600472813238,42300.0,2.0,2.0,2.0
39.03,Missions/Missionary Studies,61548.35322195704,47713.3982008445,81921.59537360015,1.229227097484854,54470.0,3.0,3.0,3.0
39.04,Religious Education,66274.90307328606,51457.44208037825,88139.39952718676,1.4102600472813238,42300.0,2.0,2.0,2.0
39.05,Religious/Sacred Music,61939.96856287425,47642.63023952096,84629.10179640718,0.9469610778443114,66800.0,4.0,4.0,4.0
39.06,Theology/Theological Studies,62664.37589197497,48695.35404544955,79995.73059611373,0.8779229333626084,91090.0,3.0,3.0,3.0
39.07,Pastoral Studies/Counseling,57012.34275011706,45969.3249570782,72478.5390978617,4.108451693460278,256280.0,6.0,6.0,6.0
39.08,Religious Institution Administration and Management,124587.13266358813,91361.00781096483,164304.45335527608,4.060909559834938,814240.0,5.0,5.0,5.0
40.01,"Physical Sciences, General",72884.03865656506,62640.58402433932,94340.80057268986,-1.1443953946191017,1173410.0,2.0,2.0,2.0
40.02,Astronomy,151169.8468153722,106399.49879064767,199928.22292394517,3.5328809459822628,148840.0,5.0,5.0,5.0
40.04,"Atmospheric Sciences and Meteorology, General",117234.07676725705,84082.65984521892,155430.38799148184,3.423430114787306,192530.0,4.0,4.0,4.0
40.05,"Chemistry, General",85391.18959994242,67188.86236435294,113415.65133082584,5.5788696528515125,2222680.0,14.0,14.0,14.0
40.06,"Geology/Earth Science, General",130069.96832162193,93135.71305149177,174716.06842529663,3.0398341204930306,173620.0,7.0,7.0,7.0
40.08,"Physics, General",74808.92033699124,63654.54375424136,96790.74242349008,-1.012554413492891,1208340.0,4.0,4.0,4.0
40.10,Materials Science,118938.14349435877,90541.94863123524,158190.68336200112,3.661753301653013,686020.0,8.0,8.0,8.0
40.11,Physics and Astronomy,151169.8468153722,106399.49879064767,199928.22292394517,3.5328809459822628,148840.0,5.0,5.0,5.0
40.99,"Physical Sciences, Other",112063.97956214998,79212.71256091353,159031.4775620045,2.3984326132809657,274980.0,3.0,3.0,3.0
41.00,"Science Technologies/Technicians, General",58719.151695419394,45494.503271861984,76491.04461629983,3.0730636525877455,84050.0,3.0,3.0,3.0
41.01,Biology/Biotechnology Technology/Technician,52000.0,45380.0,66410.0,3.5,76190.0,1.0,1.0,1.0
41.02,Industrial Radiologic Technology/Technician,113213.219470538,94975.15798462852,122409.67549103331,-11.412382578992315,11710.0,2.0,2.0,2.0
41.03,Chemical Technology/Technician,57614.10261153763,45496.02411124472,73571.3507846946,2.877772638978818,324330.0,7.0,7.0,7.0
41.99,"Science Technologies/Technicians, Other",55774.107258587166,43118.944426441994,72559.36973428386,3.368851263771873,123440.0,4.0,4.0,4.0
42.01,"Psychology, General",126217.40458973586,92254.74779049914,165956.2197449031,5.053959525961635,796560.0,6.0,6.0,6.0
42.27,Cognitive Psychology and Psycholinguistics,103612.41946163292,76839.39307297811,140837.11638937713,6.625594707822695,1661320.0,11.0,11.0,11.0
42.28,Clinical Psychology,91267.84306995783,68793.10677774048,121087.96044446352,6.752801871531572,3962530.0,14.0,14.0,14.0
42.99,"Psychology, Other",132672.72878704482,97061.6971812625,173941.4591963846,4.440602277006866,690380.0,3.0,3.0,3.0
43.01,"Criminal Justice and Corrections, General",72042.80198510023,56522.89331813419,92792.56372701417,1.7091770585051873,4342350.0,20.0,20.0,20.0
43.02,Fire Prevention and Safety Technology/Technician,103533.16918168929,76679.04403821484,135242.96654513536,3.763521200459118,1184880.0,6.0,6.0,6.0
43.03,Homeland Security,115899.59916012693,85298.33374503582,153949.34083265244,3.6517795048169193,1052540.0,7.0,7.0,7.0
43.04,"Security Science and Technology, General",94742.99333529454,71642.23356394364,123697.69755728908,5.803454843323629,3943160.0,17.0,17.0,17.0
44.00,"Human Services, General",55472.908642651695,45526.89905492398,67974.50061635392,6.12784276126558,730100.0,3.0,3.0,3.0
44.02,Community Organization and Advocacy,63632.99909118449,52080.323278660144,79555.26658588306,4.144177089193751,462140.0,3.0,3.0,3.0
44.04,Public Administration,109897.26040329781,74633.95529108001,159410.21545833038,4.799782559653916,5275010.0,10.0,10.0,10.0
44.05,"Public Policy Analysis, General",107303.09077284718,79194.29803221137,154507.90769767703,17.875208121618986,974190.0,8.0,8.0,8.0
44.07,Social Work,64905.766312726264,51853.95965772289,83235.75747865098,6.033165890076389,1154620.0,9.0,9.0,9.0
45.01,"Social Sciences, General",76001.46981205443,61739.4635904083,97867.48031108231,-0.6590628645495787,3857500.0,11.0,11.0,11.0
45.02,"Anthropology, General",126502.12582231897,93470.98377611276,166284.1607235204,5.4356312162503455,831490.0,6.0,6.0,6.0
45.03,Archeology,135319.78845586753,99133.01547391784,177526.43603234467,4.47528518880663,644310.0,3.0,3.0,3.0
45.04,Criminology,127347.65149047076,93273.20424064723,166920.29103545638,4.348627626649291,736680.0,5.0,5.0,5.0
45.05,Demography and Population Studies,133461.7133532373,98140.1115208992,175022.78831518558,4.117168657065918,683280.0,4.0,4.0,4.0
45.06,"Economics, General",88639.24897993,68815.17622529222,117592.5136181935,5.2182204179698015,2896860.0,9.0,9.0,9.0
45.07,Geography,128379.81975721823,94640.86023030234,168185.2182483408,4.513989732826593,705160.0,5.0,5.0,5.0
45.09,International Relations and Affairs,135476.663507109,99127.1279620853,177767.67359730927,4.365242317688427,654100.0,3.0,3.0,3.0
45.10,"Political Science and Government, General",91233.80495335258,73083.09886569569,118812.05981385775,0.7435146654137862,1787880.0,7.0,7.0,7.0
45.11,"Sociology, General",130182.96602993728,95717.19929964552,170951.05297148353,4.378337806225692,696790.0,5.0,5.0,5.0
45.12,Urban Studies/Affairs,131574.5128219896,96800.67630415689,172505.7606081986,4.3572936314811885,694510.0,4.0,4.0,4.0
45.13,Sociology and Anthropology,134178.83027105694,98382.24652840944,176124.24807470743,4.426791886483536,659640.0,5.0,5.0,5.0
45.15,Geography and Anthropology,134992.4043884249,98917.01346728712,177107.62119017536,4.453218897346606,648980.0,5.0,5.0,5.0
45.99,"Social Sciences, Other",133023.2248464602,97852.93804431867,174534.37745262514,4.09397511269311,685490.0,3.0,3.0,3.0
46.00,"Construction Trades, General",78690.0,62400.0,100200.0,5.3,806080.0,1.0,1.0,1.0
46.01,Mason/Masonry,76247.27568378,60702.40020284647,96996.05551819554,5.301030768721957,907090.0,4.0,4.0,4.0
46.02,Carpentry/Carpenter,69698.0985756274,55509.92073519437,88795.41088694126,4.9288172786636695,1503820.0,2.0,2.0,2.0
46.03,"Electrical and Power Transmission Installation/Installer, General",73794.28094794994,57754.40413617349,93847.55518111477,6.284532102708548,2385780.0,7.0,7.0,7.0
46.04,Building/Property Maintenance,59244.282053169176,47827.537626890546,75052.57566119765,4.177931165001078,3804460.0,22.0,22.0,22.0
46.05,Pipefitting/Pipefitter and Sprinkler Fitter,72096.11167983022,56938.50884337475,92258.97346613962,4.930358143601163,1338290.0,7.0,7.0,7.0
47.00,"Mechanics and Repairers, General",71353.98549154098,56429.77956831597,90604.39652204954,2.936068437089639,784370.0,2.0,2.0,2.0
47.01,"Electrical/Electronics Equipment Installation and Repair Technology/Technician, General",58808.6851009365,47165.2621307549,74471.81698369049,1.3787418737565105,789110.0,13.0,13.0,13.0
47.02,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician",59810.0,47850.0,74820.0,8.1,396870.0,1.0,1.0,1.0
47.03,Heavy Equipment Maintenance Technology/Technician,65560.69524797262,53511.94816878881,80497.92287795673,10.559562158717466,800290.0,9.0,9.0,9.0
47.04,Gunsmithing/Gunsmith,49530.43996523323,40813.43197715326,62340.839369231406,0.7224742353379413,241610.0,8.0,8.0,8.0
47.06,"Vehicle Maintenance and Repair Technology/Technician, General",61088.608850692326,48576.210020596285,77277.4372779532,2.507521814932085,2277110.0,19.0,19.0,19.0
47.07,Energy Systems Installation and Repair Technology/Technician,68260.46379463963,54956.42593975004,85598.21537794688,8.706515439754055,1245810.0,5.0,5.0,5.0
48.03,Upholstery/Upholsterer,42914.398119122256,34639.984326018806,48407.645768025075,-2.4737617554858935,31900.0,3.0,3.0,3.0
48.05,Machine Tool Technology/Machinist,51438.55423668257,43588.87114428143,61631.48619909374,-3.879208184700191,1763290.0,24.0,24.0,24.0
48.07,"Woodworking, General",42676.643521867016,36910.13067168137,50328.027870196245,-1.6666811321664496,207390.0,7.0,7.0,7.0
48.08,Boilermaking/Boilermaker,73340.0,62230.0,93520.0,-2.4,10170.0,1.0,1.0,1.0
49.01,"Aeronautics/Aviation/Aerospace Science and Technology, General",119083.20657065707,86267.77190219022,129739.06147748744,6.08438906390639,533280.0,6.0,6.0,6.0
49.02,Construction/Heavy Equipment/Earthmoving Equipment Operation,52220.90447711531,43183.38700384403,61600.858926648165,3.754913268478061,5710150.0,29.0,29.0,29.0
49.03,Commercial Fishing,84968.59180393732,60893.44114102049,120744.3652069104,1.2838489353153877,49780.0,4.0,4.0,4.0
50.01,"Visual and Performing Arts, General",70471.05611139085,53188.10473542483,98398.53449219519,2.0956892965825253,456770.0,8.0,8.0,8.0
50.02,"Crafts/Craft Design, Folk Art and Artisanry",78027.89291252394,58485.27227948554,118211.30438748517,1.6554410289154429,109630.0,3.0,3.0,3.0
50.03,"Dance, General",79357.55132254244,60014.68318199763,119893.46328464271,2.0665519115781845,110380.0,3.0,2.0,3.0
50.04,"Design and Visual Communications, General",75994.47506193614,55590.38447155611,107954.97405693452,2.8472584490253823,855720.0,14.0,14.0,14.0
50.05,"Drama and Dramatics/Theatre Arts, General",78772.29631348434,57377.68135278591,118797.4406125823,3.0408075871037172,446020.0,12.0,8.0,12.0
50.06,Film/Cinema/Media Studies,74709.50393930552,55172.271268270684,113029.62119001512,3.121436719102316,376970.0,6.0,6.0,6.0
50.07,"Art/Art Studies, General",66587.87820872877,57243.09051915936,88203.90117224828,-0.8419791811039705,1370870.0,12.0,12.0,12.0
50.09,"Music, General",65868.65379951664,57821.45541515793,86493.90087053964,-1.2092632392359517,1242330.0,6.0,4.0,6.0
50.10,"Arts, Entertainment, and Media Management, General",120232.08540119242,87953.26816107651,163890.289777837,4.2608011635523875,900690.0,5.0,5.0,5.0
50.11,Community/Environmental/Socially-Engaged Art,78011.80201284053,57887.73989241714,118239.27988894672,1.3908467811903522,115260.0,3.0,3.0,3.0
50.99,"Visual and Performing Arts, Other",80190.0,60730.0,121600.0,1.7,97890.0,1.0,1.0,1.0
51.00,"Health and Wellness, General",57225.15014299333,47221.735780108036,74179.12694629806,7.78061646012075,125880.0,2.0,2.0,2.0
51.01,Chiropractic,101873.18645969703,72277.46250233776,165943.20104731625,16.202135777071256,267350.0,2.0,2.0,2.0
51.02,"Communication Sciences and Disorders, General",100837.13235989037,74855.41087798885,146908.34656459693,16.05694405065684,423240.0,3.0,3.0,3.0
51.04,Dentistry,127831.25054631276,91492.44515019958,190735.4709944349,12.935127181608927,343210.0,2.0,2.0,2.0
51.05,"Dental Clinical Sciences, General",119030.21411673828,88873.70505287897,173780.21843471448,11.239349001175087,425500.0,7.0,4.0,7.0
51.06,Dental Assisting/Assistant,74940.07830890064,59195.77901041788,100773.41098189107,9.032295429650175,858140.0,4.0,4.0,4.0
51.07,Health/Health Care Administration/Management,76856.25241031779,59686.622386140334,98294.06955013532,4.963023214030561,7068570.0,19.0,19.0,19.0
51.08,Medical/Clinical Assistant,53955.064036316224,44113.218621722124,67841.43912686531,10.661068237793982,2070700.0,9.0,9.0,9.0
51.09,Cardiovascular Technology/Technologist,78071.41816584616,63446.74072582859,101023.73163009461,9.234939575288397,1639230.0,19.0,19.0,19.0
51.10,Blood Bank Technology Specialist,66943.68892453713,51850.08622418287,95855.03749749348,9.277726087828354,748050.0,6.0,6.0,6.0
51.12,Medicine,228851.56911965474,138245.04816123212,217960.0,2.864957677127882,787990.0,18.0,4.0,18.0
51.14,Medical Science/Scientist,116089.09033217649,88408.81748636547,169076.72840373233,8.15388660460463,819610.0,6.0,5.0,6.0
51.15,Substance Abuse/Addiction Counseling,67723.96131481991,52555.38772901576,92529.24452993809,8.928092809343593,1595960.0,17.0,17.0,17.0
51.17,Optometry,134830.0,103310.0,163710.0,8.0,41890.0,1.0,1.0,1.0
51.18,Opticianry/Ophthalmic Dispensing Optician,45345.163561871836,37508.11727802317,54805.95864541322,11.178522501760451,156210.0,2.0,2.0,2.0
51.20,Pharmacy,130458.10167807626,97089.39364100514,176844.54006484212,8.732418704862571,3402110.0,14.0,14.0,14.0
51.22,"Public Health, General",96442.07279321214,72501.29407644247,133807.70847691246,13.11600253075889,1770220.0,13.0,13.0,13.0
51.23,"Rehabilitation and Therapeutic Professions, General",96440.66136329842,74443.48599103597,128066.3604307836,10.38442657773435,941540.0,11.0,11.0,11.0
51.26,Health Aide,39857.668259316364,36151.43268675563,46666.766921109906,2.333728005888362,1575990.0,5.0,5.0,5.0
51.27,Medical Illustration/Medical Illustrator,100933.29094104962,71094.16493109407,139926.1409728069,7.643520775173188,677010.0,5.0,5.0,5.0
51.31,Dietetics/Dietitian,63500.21122793842,53162.36575291025,73697.42301915133,4.6564964325948175,106520.0,2.0,2.0,2.0
51.32,Bioethics/Medical Ethics,99238.3180876537,73981.33094783287,141383.49740375043,13.405594716026796,1486760.0,17.0,17.0,17.0
51.33,"Alternative and Complementary Medicine and Medical Systems, General",85704.45464079706,61646.91400104877,121253.76638699528,3.3065547981122183,76280.0,3.0,3.0,3.0
51.34,Direct Entry Midwifery,113730.0,83350.0,161350.0,2.0,30870.0,1.0,1.0,1.0
51.35,Massage Therapy/Therapeutic Massage,91566.0130157171,65694.01645383103,146926.57662082516,16.7398452848723,325760.0,2.0,2.0,2.0
51.36,Movement Therapy and Movement Education,71545.23794014403,51384.40813520067,109633.98545217674,14.130593855173162,552660.0,3.0,3.0,3.0
51.37,Aromatherapy,86645.5512971698,62587.0725235849,123012.15359669812,2.871933962264151,67840.0,2.0,2.0,2.0
51.38,Registered Nursing/Registered Nurse,100720.37023217634,83208.35398729514,118221.14586209257,10.099529397498204,4288120.0,6.0,6.0,6.0
51.39,Licensed Practical/Vocational Nurse Training,46668.410528190965,42193.549478934714,54547.840473857665,2.3938852765654226,2020860.0,2.0,2.0,2.0
52.01,"Business/Commerce, General",109335.565494839,77100.09256919322,154104.0044357176,5.0180737253272865,8665950.0,16.0,16.0,16.0
52.02,"Business Administration and Management, General",101128.08471665588,74442.72783142533,137055.67422038075,5.110583806790321,18354360.0,42.0,42.0,42.0
52.03,Accounting,85893.47387959063,66660.63776739998,111767.63090998286,2.3868046220138166,4708770.0,14.0,14.0,14.0
52.04,"Administrative Assistant and Secretarial Science, General",51303.43409607492,41718.55473186247,62968.343715614385,-3.3750730481017133,12450700.0,18.0,18.0,18.0
52.05,"Business/Corporate Communications, General",83404.0426759647,60906.37536678494,113009.08742679648,3.8569643098304502,814510.0,10.0,10.0,10.0
52.06,Business/Managerial Economics,101634.78808403634,76870.22185269305,134395.43843283583,8.352321950032447,986240.0,5.0,5.0,5.0
52.07,Entrepreneurship/Entrepreneurial Studies,112291.71066838957,74388.31435639183,165686.86034445534,4.43767125712465,4519520.0,5.0,5.0,5.0
52.08,"Finance, General",102140.65173110536,70413.21617207162,147864.2693081484,4.0406953598141415,7334620.0,20.0,20.0,20.0
52.09,"Hospitality Administration/Management, General",93880.94328208934,70004.32913648755,124659.00001613138,4.02629212305012,2479640.0,11.0,11.0,11.0
52.10,"Human Resources Management/Personnel Administration, General",78945.02095808383,59853.86429550537,105709.29229492822,5.393813938388283,2772200.0,13.0,13.0,13.0
52.11,International Business/Trade/Commerce,102349.99662421973,68157.24951810237,150993.9390538962,4.101502921348315,5006250.0,4.0,4.0,4.0
52.12,"Management Information Systems, General",156086.13771371887,121413.15131003092,197944.34988621113,11.57156445118749,856850.0,4.0,4.0,4.0
52.13,Management Science,106243.80729121268,71830.41333686946,154946.23406407575,6.710154359167428,5391970.0,12.0,12.0,12.0
52.14,"Marketing/Marketing Management, General",110742.20135640363,77977.12825329167,153565.0852944895,5.8328462802752545,2214680.0,9.0,9.0,9.0
52.15,Real Estate,63530.065756384705,45647.19035821396,93801.16647728332,3.3947637054561035,536830.0,3.0,3.0,3.0
52.16,Taxation,79899.97717034342,62950.65223230091,104974.15853792531,4.919485783350221,1638220.0,4.0,4.0,4.0
52.17,Insurance,72766.95484908574,55176.998802920505,100072.99872981642,0.7767172607897069,1094330.0,7.0,7.0,7.0
52.18,"Sales, Distribution, and Marketing Operations, General",62680.5661120223,46035.18154198573,89253.98274377367,0.0450320975073638,4749590.0,11.0,11.0,11.0
52.19,Auctioneering,70044.43441003046,51409.03625753256,97530.91949880128,1.3394572506965594,4938560.0,11.0,11.0,11.0
52.20,"Construction Management, General",102062.77649745521,77741.65832329576,134015.53001872907,6.357518433163681,1436270.0,3.0,3.0,3.0
52.21,Telecommunications Management,150659.1623059769,114110.81708654405,194457.75128244757,9.659240614397268,1358730.0,3.0,3.0,3.0
54.01,"History, General",94283.32881669435,74969.2516897069,122903.0552911888,0.9048489345571274,1859790.0,8.0,8.0,8.0
60.01,Oral and Maxillofacial Surgery Residency Program,175408.1589747885,133774.10625430607,220380.0,3.942524688050218,130630.0,5.0,2.0,5.0
60.03,Veterinary Anesthesiology Residency Program,125510.0,98420.0,161610.0,9.6,80630.0,1.0,1.0,1.0
60.07,"Nurse Practitioner Residency/Fellowship Program, General",129210.0,109940.0,149570.0,40.1,307390.0,1.0,1.0,1.0
60.08,"Pharmacy Residency/Fellowship Program, General",137480.0,127250.0,158620.0,4.6,328870.0,1.0,1.0,1.0
60.09,"Physician Assistant Residency/Fellowship Program, General",133260.0,113770.0,160160.0,20.4,155540.0,1.0,1.0,1.0
61.01,"Combined Medical Residency/Fellowship Program, General",149934.41224712957,112257.11977562186,158995.06709496918,6.727078946158444,1087450.0,13.0,5.0,13.0
61.02,Critical Care Medicine Fellowship Program,103701.49100348481,91125.38106331641,153331.7520091032,6.983467842582578,961520.0,8.0,3.0,8.0
61.03,Allergy and Immunology Fellowship Program,103583.3464587327,84335.6451566911,158995.06709496918,8.729028486697652,701380.0,3.0,2.0,3.0
61.04,Anesthesiology Residency Program,103583.3464587327,86436.2393961347,158995.06709496918,12.778420695940735,427910.0,3.0,2.0,3.0
61.05,Dermatology Residency Program,103583.3464587327,80568.51875459672,158995.06709496918,13.356307918607502,407900.0,4.0,2.0,4.0
61.06,Emergency Medicine Residency Program,103032.93484532979,83456.4774330858,157755.53601445095,12.637037037037038,432270.0,4.0,3.0,4.0
61.07,Family Medicine Residency Program,133041.20574123933,95668.0911796263,158995.06709496918,11.388203737069054,493970.0,3.0,3.0,3.0
61.08,Internal Medicine Residency Program,123129.0756859453,91992.9397995013,158995.06709496918,8.162638033687854,786040.0,5.0,3.0,5.0
61.09,Clinical Biochemical Genetics Residency Program,103583.3464587327,84335.6451566911,158995.06709496918,8.729028486697652,701380.0,3.0,2.0,3.0
61.10,Neurological Surgery Residency Program,103583.3464587327,79287.27529870764,158995.06709496918,13.235498658863692,410100.0,3.0,2.0,3.0
61.11,Neurology Residency Program,103583.3464587327,76837.28284059739,158995.06709496918,13.653220562836534,393720.0,3.0,2.0,3.0
61.12,Nuclear Medicine Residency Program,103583.3464587327,83768.86735708569,158995.06709496918,13.108944726055638,412310.0,3.0,2.0,3.0
61.13,Obstetrics and Gynecology Residency Program,103583.3464587327,87199.31482919255,158995.06709496918,8.521303793256433,721280.0,4.0,2.0,4.0
61.14,Ophthalmology Residency Program,103583.3464587327,78780.1720543541,158995.06709496918,13.528342501193078,398130.0,3.0,2.0,3.0
61.15,Orthopedic Surgery Residency Program,103583.3464587327,86817.10540291248,158995.06709496918,8.626965210231793,716590.0,5.0,2.0,5.0
61.16,Osteopathic Neuromusculoskeletal Medicine Residency Program,103583.3464587327,84335.6451566911,158995.06709496918,8.729028486697652,701380.0,3.0,2.0,3.0
61.17,Otolaryngology Residency Program,114253.41088162619,90253.62432003331,158995.06709496918,8.125360312942675,769470.0,6.0,3.0,6.0
61.18,Combined Anatomic and Clinical Pathology Residency Program,103583.3464587327,85685.83919908018,158995.06709496918,8.65409293586472,713180.0,4.0,2.0,4.0
61.19,Pediatrics Residency Program,114253.41088162619,95785.04095271595,158995.06709496918,7.941249183458118,796040.0,6.0,3.0,6.0
61.20,Physical Medicine and Rehabilitation Residency Program,114253.41088162619,88674.3751511406,158995.06709496918,8.271400166590537,744340.0,4.0,3.0,4.0
61.21,Plastic Surgery Residency Program,103583.3464587327,79287.27529870764,158995.06709496918,13.205528395962544,411150.0,4.0,2.0,4.0
61.22,Podiatric Medicine and Surgery Residency Program,104767.91070435355,75932.80982960004,160414.2564595237,13.528598877483946,395540.0,3.0,3.0,3.0
61.23,Public Health and General Preventive Medicine Residency Program,103583.3464587327,84335.6451566911,158995.06709496918,8.729028486697652,701380.0,3.0,2.0,3.0
61.24,Psychiatry Residency Program,103583.3464587327,79526.06494328416,158995.06709496918,13.351944890706392,410820.0,3.0,2.0,3.0
61.25,Radiation Oncology Residency Program,103583.3464587327,88670.92294584084,158995.06709496918,8.5112056289252,727670.0,4.0,2.0,4.0
61.26,Diagnostic Radiology Residency Program,114253.41088162619,90915.9208821139,158995.06709496918,11.947453159663496,455270.0,4.0,3.0,4.0
61.27,General Surgery Residency Program,103583.3464587327,79287.27529870764,158995.06709496918,13.205528395962544,411150.0,4.0,2.0,4.0
61.28,Urology Residency Program,103583.3464587327,79287.27529870764,158995.06709496918,13.205528395962544,411150.0,4.0,2.0,4.0
61.99,"Medical Residency/Fellowship Programs, Other",103583.3464587327,86152.42797673201,158995.06709496918,8.568739834036336,725460.0,4.0,2.0,4.0
99.99,NO MATCH,36841.00441394899,31712.404855290733,43445.89244647495,0.3033229811353253,37621640.0,164.0,164.0,164.0
