state_fips,state_abbr,state_name,soc_code,occupation_title,total_employment,location_quotient,jobs_per_1000,annual_median,annual_mean,annual_pct10,annual_pct25,annual_pct75,annual_pct90,hourly_median,hourly_mean
10,DE,Delaware,39-9032,Recreation Workers,1120.0,1.17,2.351,31190.0,33840.0,27560.0,27560.0,36620.0,45570.0,15.0,16.27
10,DE,Delaware,39-9041,Residential Advisors,310.0,1.21,0.647,34390.0,37510.0,28870.0,29860.0,39100.0,51230.0,16.53,18.04
10,DE,Delaware,39-9099,"Personal Care and Service Workers, All Other",120.0,0.6,0.243,,,,,,,,
10,DE,Delaware,41-1011,First-Line Supervisors of Retail Sales Workers,4090.0,1.19,8.586,51330.0,55830.0,37830.0,43620.0,63130.0,76940.0,24.68,26.84
10,DE,Delaware,41-1012,First-Line Supervisors of Non-Retail Sales Workers,900.0,1.34,1.898,97560.0,103330.0,62580.0,78300.0,130250.0,161020.0,46.91,49.68
10,DE,Delaware,41-2011,Cashiers,11880.0,1.22,24.931,30920.0,32060.0,27560.0,28550.0,34860.0,36560.0,14.87,15.41
10,DE,Delaware,41-2012,Gambling Change Persons and Booth Cashiers,,,,33380.0,39740.0,29540.0,30750.0,44890.0,72420.0,16.05,19.11
10,DE,Delaware,41-2021,Counter and Rental Clerks,990.0,0.8,2.081,37770.0,40730.0,29270.0,33020.0,45760.0,57370.0,18.16,19.58
10,DE,Delaware,41-2022,Parts Salespersons,750.0,0.92,1.581,35870.0,40270.0,28980.0,30650.0,46410.0,58050.0,17.25,19.36
10,DE,Delaware,41-2031,Retail Salespersons,13470.0,1.15,28.278,34200.0,36420.0,27800.0,29280.0,37650.0,47070.0,16.44,17.51
10,DE,Delaware,41-3011,Advertising Sales Agents,100.0,0.32,0.203,57810.0,63960.0,29100.0,38000.0,73780.0,110040.0,27.79,30.75
10,DE,Delaware,41-3021,Insurance Sales Agents,1140.0,0.78,2.384,59910.0,66100.0,36920.0,45630.0,78290.0,107490.0,28.81,31.78
10,DE,Delaware,41-3031,"Securities, Commodities, and Financial Services Sales Agents",2610.0,1.79,5.474,79800.0,104220.0,46590.0,48860.0,129390.0,172920.0,38.36,50.11
10,DE,Delaware,41-3041,Travel Agents,160.0,0.85,0.327,,,,,,,,
10,DE,Delaware,41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",2960.0,0.81,6.211,65900.0,76710.0,38320.0,44960.0,92090.0,132830.0,31.68,36.88
10,DE,Delaware,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",940.0,1.03,1.964,101990.0,109510.0,56030.0,73040.0,143470.0,170870.0,49.03,52.65
10,DE,Delaware,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",2990.0,0.76,6.274,73770.0,79130.0,43530.0,50060.0,98890.0,126200.0,35.47,38.05
10,DE,Delaware,41-9011,Demonstrators and Product Promoters,,,,31110.0,43600.0,28020.0,29340.0,76210.0,78300.0,14.96,20.96
10,DE,Delaware,41-9021,Real Estate Brokers,,,,68320.0,73900.0,56560.0,62250.0,92640.0,101770.0,32.84,35.53
10,DE,Delaware,41-9022,Real Estate Sales Agents,740.0,1.26,1.553,48450.0,62190.0,31040.0,38720.0,67800.0,97530.0,23.29,29.9
10,DE,Delaware,41-9031,Sales Engineers,100.0,0.57,0.208,166400.0,168830.0,128050.0,152520.0,197590.0,197590.0,80.0,81.17
10,DE,Delaware,41-9041,Telemarketers,50.0,0.25,0.108,38770.0,42230.0,30060.0,31550.0,50750.0,61010.0,18.64,20.3
10,DE,Delaware,41-9099,"Sales and Related Workers, All Other",100.0,0.31,0.2,58250.0,57700.0,27560.0,34320.0,69990.0,91670.0,28.0,27.74
10,DE,Delaware,43-1011,First-Line Supervisors of Office and Administrative Support Workers,6010.0,1.3,12.606,73020.0,78150.0,47400.0,59100.0,92080.0,110900.0,35.1,37.57
10,DE,Delaware,43-2011,"Switchboard Operators, Including Answering Service",160.0,1.42,0.33,36930.0,38170.0,27740.0,30760.0,44960.0,49170.0,17.76,18.35
10,DE,Delaware,43-3011,Bill and Account Collectors,530.0,1.04,1.108,46660.0,49350.0,35050.0,39220.0,53650.0,66710.0,22.43,23.72
10,DE,Delaware,43-3021,Billing and Posting Clerks,990.0,0.77,2.08,50960.0,52190.0,38240.0,43850.0,59140.0,64940.0,24.5,25.09
10,DE,Delaware,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",4980.0,1.11,10.457,51590.0,53490.0,35810.0,43680.0,60520.0,71240.0,24.81,25.72
10,DE,Delaware,43-3041,Gambling Cage Workers,60.0,1.4,0.123,35440.0,39890.0,35350.0,35440.0,37670.0,47330.0,17.04,19.18
10,DE,Delaware,43-3051,Payroll and Timekeeping Clerks,350.0,0.73,0.743,57690.0,57760.0,28200.0,45290.0,79180.0,82180.0,27.74,27.77
10,DE,Delaware,43-3061,Procurement Clerks,120.0,0.67,0.26,44710.0,45670.0,32880.0,38230.0,51630.0,56810.0,21.49,21.96
10,DE,Delaware,43-3071,Tellers,1270.0,1.21,2.673,43660.0,44040.0,36660.0,38750.0,48070.0,48880.0,20.99,21.17
10,DE,Delaware,43-3099,"Financial Clerks, All Other",450.0,3.91,0.94,58130.0,62690.0,51850.0,52200.0,71320.0,84190.0,27.95,30.14
10,DE,Delaware,43-4011,Brokerage Clerks,480.0,3.91,1.017,66400.0,70220.0,56030.0,56170.0,78390.0,93400.0,31.92,33.76
10,DE,Delaware,43-4031,"Court, Municipal, and License Clerks",970.0,1.84,2.027,39750.0,41220.0,32850.0,36080.0,44860.0,49140.0,19.11,19.82
10,DE,Delaware,43-4041,"Credit Authorizers, Checkers, and Clerks",430.0,11.54,0.895,,,,,,,,
10,DE,Delaware,43-4051,Customer Service Representatives,7360.0,0.87,15.458,46300.0,48600.0,33530.0,36950.0,55550.0,68030.0,22.26,23.37
10,DE,Delaware,43-4061,"Eligibility Interviewers, Government Programs",130.0,0.27,0.269,47000.0,45330.0,34040.0,36450.0,47510.0,59860.0,22.59,21.79
10,DE,Delaware,43-4071,File Clerks,,,,37270.0,37680.0,28380.0,30830.0,42870.0,47640.0,17.92,18.12
10,DE,Delaware,43-4081,"Hotel, Motel, and Resort Desk Clerks",680.0,0.85,1.435,35420.0,34770.0,29220.0,32940.0,36400.0,37230.0,17.03,16.71
10,DE,Delaware,43-4111,"Interviewers, Except Eligibility and Loan",540.0,1.11,1.131,50860.0,51150.0,39120.0,48180.0,50860.0,62000.0,24.45,24.59
10,DE,Delaware,43-4121,"Library Assistants, Clerical",280.0,1.15,0.595,36010.0,34820.0,27560.0,29160.0,36010.0,38550.0,17.31,16.74
10,DE,Delaware,43-4131,Loan Interviewers and Clerks,820.0,1.53,1.718,58870.0,59370.0,38480.0,49090.0,67700.0,81520.0,28.3,28.55
10,DE,Delaware,43-4141,New Accounts Clerks,120.0,1.02,0.251,46940.0,50380.0,44590.0,46250.0,55560.0,59680.0,22.57,24.22
10,DE,Delaware,43-4151,Order Clerks,190.0,0.74,0.401,39770.0,41650.0,31200.0,33360.0,46180.0,59880.0,19.12,20.03
10,DE,Delaware,43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",290.0,1.0,0.6,50410.0,51940.0,38850.0,43830.0,58790.0,65450.0,24.24,24.97
10,DE,Delaware,43-4171,Receptionists and Information Clerks,2430.0,0.81,5.096,35820.0,36520.0,28280.0,30370.0,41350.0,46740.0,17.22,17.56
10,DE,Delaware,43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,,,,41770.0,44560.0,35870.0,37740.0,49890.0,51350.0,20.08,21.43
10,DE,Delaware,43-4199,"Information and Record Clerks, All Other",250.0,0.56,0.523,51770.0,50570.0,34930.0,40210.0,60620.0,63110.0,24.89,24.31
10,DE,Delaware,43-5021,Couriers and Messengers,350.0,1.59,0.742,37560.0,37360.0,33990.0,35200.0,37640.0,40010.0,18.06,17.96
10,DE,Delaware,43-5031,Public Safety Telecommunicators,260.0,0.85,0.556,52450.0,56730.0,41350.0,49040.0,64910.0,80210.0,25.21,27.27
10,DE,Delaware,43-5032,"Dispatchers, Except Police, Fire, and Ambulance",530.0,0.81,1.111,48090.0,51590.0,34770.0,40680.0,60820.0,70010.0,23.12,24.81
10,DE,Delaware,43-5041,"Meter Readers, Utilities",30.0,0.55,0.07,54540.0,59980.0,44290.0,49050.0,66390.0,85070.0,26.22,28.84
10,DE,Delaware,43-5051,Postal Service Clerks,240.0,0.97,0.493,60740.0,61890.0,42600.0,54370.0,74050.0,75380.0,29.2,29.75
10,DE,Delaware,43-5052,Postal Service Mail Carriers,1140.0,1.09,2.386,56660.0,60200.0,42390.0,42390.0,75300.0,81000.0,27.24,28.94
10,DE,Delaware,43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",450.0,1.29,0.934,57490.0,59070.0,44160.0,47380.0,74050.0,74050.0,27.64,28.4
10,DE,Delaware,43-5061,"Production, Planning, and Expediting Clerks",480.0,0.4,1.009,61640.0,65050.0,40860.0,52710.0,75530.0,94270.0,29.64,31.28
10,DE,Delaware,43-5071,"Shipping, Receiving, and Inventory Clerks",2360.0,0.89,4.962,40440.0,43660.0,32130.0,36990.0,48590.0,58420.0,19.44,20.99
10,DE,Delaware,43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",270.0,1.78,0.573,,,,,,,,
10,DE,Delaware,43-6011,Executive Secretaries and Executive Administrative Assistants,1330.0,0.91,2.799,78480.0,77100.0,51640.0,63590.0,90410.0,99380.0,37.73,37.07
10,DE,Delaware,43-6012,Legal Secretaries and Administrative Assistants,970.0,2.04,2.042,63740.0,62690.0,37090.0,49400.0,76580.0,83100.0,30.64,30.14
10,DE,Delaware,43-6013,Medical Secretaries and Administrative Assistants,5190.0,2.02,10.894,43190.0,44810.0,35410.0,37930.0,51410.0,56750.0,20.77,21.54
10,DE,Delaware,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",6480.0,1.21,13.597,46710.0,47400.0,34250.0,38850.0,54790.0,62460.0,22.46,22.79
10,DE,Delaware,43-9021,Data Entry Keyers,530.0,1.26,1.105,37190.0,39050.0,28310.0,32980.0,41810.0,50810.0,17.88,18.78
10,DE,Delaware,43-9022,Word Processors and Typists,40.0,0.39,0.091,48780.0,53720.0,38480.0,40100.0,66740.0,79990.0,23.45,25.83
10,DE,Delaware,43-9041,Insurance Claims and Policy Processing Clerks,710.0,1.0,1.487,50490.0,53740.0,40410.0,49240.0,59970.0,66830.0,24.28,25.84
10,DE,Delaware,43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",620.0,3.21,1.305,35930.0,36660.0,30780.0,33410.0,37540.0,44100.0,17.27,17.62
10,DE,Delaware,43-9061,"Office Clerks, General",6710.0,0.87,14.089,41600.0,43910.0,30160.0,34890.0,50290.0,58160.0,20.0,21.11
10,DE,Delaware,43-9071,"Office Machine Operators, Except Computer",180.0,2.41,0.387,41840.0,42570.0,34280.0,37920.0,43540.0,52110.0,20.11,20.47
10,DE,Delaware,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",90.0,0.96,0.184,65240.0,67980.0,49750.0,56140.0,77630.0,95260.0,31.37,32.68
10,DE,Delaware,45-2011,Agricultural Inspectors,60.0,1.73,0.136,64730.0,57410.0,42230.0,42320.0,68330.0,74640.0,31.12,27.6
10,DE,Delaware,45-2091,Agricultural Equipment Operators,60.0,0.67,0.134,50450.0,50270.0,32540.0,46090.0,58380.0,61620.0,24.26,24.17
10,DE,Delaware,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",260.0,0.32,0.538,29860.0,33500.0,27560.0,28680.0,35840.0,42120.0,14.36,16.11
10,DE,Delaware,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",110.0,1.01,0.232,36800.0,37810.0,28110.0,30580.0,42840.0,45650.0,17.69,18.18
10,DE,Delaware,47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,2350.0,0.94,4.93,81170.0,85750.0,58770.0,67790.0,99490.0,121380.0,39.03,41.23
10,DE,Delaware,47-2021,Brickmasons and Blockmasons,230.0,1.41,0.489,58410.0,65110.0,49900.0,51990.0,81730.0,82360.0,28.08,31.31
10,DE,Delaware,47-2031,Carpenters,1650.0,0.77,3.471,61100.0,63060.0,44810.0,48980.0,75430.0,81370.0,29.38,30.32
10,DE,Delaware,47-2041,Carpet Installers,,,,35470.0,46480.0,33370.0,33370.0,59950.0,78340.0,17.05,22.35
10,DE,Delaware,47-2044,Tile and Stone Setters,40.0,0.29,0.074,44880.0,45290.0,27560.0,31230.0,47990.0,63580.0,21.58,21.77
10,DE,Delaware,47-2051,Cement Masons and Concrete Finishers,470.0,0.73,0.976,52450.0,55190.0,38400.0,47270.0,61020.0,75120.0,25.22,26.53
10,DE,Delaware,47-2061,Construction Laborers,2760.0,0.84,5.794,45590.0,47520.0,31720.0,36660.0,55120.0,63120.0,21.92,22.84
10,DE,Delaware,47-2071,"Paving, Surfacing, and Tamping Equipment Operators",240.0,1.68,0.497,48000.0,48900.0,28750.0,28850.0,58660.0,80980.0,23.08,23.51
10,DE,Delaware,47-2073,Operating Engineers and Other Construction Equipment Operators,1190.0,0.82,2.506,56630.0,62000.0,43380.0,46270.0,77460.0,99600.0,27.23,29.81
10,DE,Delaware,47-2081,Drywall and Ceiling Tile Installers,380.0,1.47,0.792,53300.0,54080.0,43180.0,46000.0,59750.0,65210.0,25.63,26.0
10,DE,Delaware,47-2111,Electricians,2220.0,0.97,4.662,62970.0,67900.0,38730.0,49650.0,78340.0,105110.0,30.28,32.64
10,DE,Delaware,47-2131,"Insulation Workers, Floor, Ceiling, and Wall",,,,46700.0,49960.0,37070.0,42740.0,59980.0,64520.0,22.45,24.02
10,DE,Delaware,47-2132,"Insulation Workers, Mechanical",240.0,3.05,0.507,59390.0,61320.0,42740.0,47900.0,73200.0,80490.0,28.55,29.48
10,DE,Delaware,47-2141,"Painters, Construction and Maintenance",530.0,0.77,1.115,55770.0,54930.0,37390.0,46060.0,60960.0,69060.0,26.81,26.41
10,DE,Delaware,47-2151,Pipelayers,40.0,0.39,0.085,57990.0,54240.0,43780.0,47490.0,58470.0,69340.0,27.88,26.08
10,DE,Delaware,47-2152,"Plumbers, Pipefitters, and Steamfitters",1570.0,1.11,3.285,64300.0,65220.0,40630.0,48360.0,77010.0,86900.0,30.92,31.36
10,DE,Delaware,47-2181,Roofers,230.0,0.54,0.476,59280.0,54490.0,29460.0,45640.0,64900.0,72990.0,28.5,26.2
10,DE,Delaware,47-2211,Sheet Metal Workers,290.0,0.79,0.6,63850.0,62490.0,37440.0,44050.0,82120.0,82620.0,30.7,30.04
10,DE,Delaware,47-2221,Structural Iron and Steel Workers,100.0,0.52,0.218,58330.0,57670.0,46940.0,48720.0,61810.0,70000.0,28.04,27.72
10,DE,Delaware,47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",100.0,1.99,0.202,50840.0,51440.0,41300.0,46500.0,60330.0,60800.0,24.44,24.73
10,DE,Delaware,47-3012,Helpers--Carpenters,240.0,3.16,0.505,32610.0,34060.0,27560.0,27560.0,37740.0,42320.0,15.68,16.38
10,DE,Delaware,47-3013,Helpers--Electricians,90.0,0.44,0.183,38770.0,39490.0,29810.0,31930.0,46950.0,52430.0,18.64,18.99
10,DE,Delaware,47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",130.0,0.93,0.264,36800.0,37420.0,31520.0,35360.0,41730.0,42640.0,17.69,17.99
10,DE,Delaware,47-3016,Helpers--Roofers,30.0,2.05,0.069,48310.0,46610.0,41130.0,45590.0,48750.0,48750.0,23.22,22.41
10,DE,Delaware,47-4011,Construction and Building Inspectors,650.0,1.54,1.373,64990.0,68100.0,48260.0,57470.0,77740.0,90480.0,31.25,32.74
10,DE,Delaware,47-4021,Elevator and Escalator Installers and Repairers,40.0,0.55,0.084,84120.0,90090.0,65880.0,72660.0,111790.0,111790.0,40.44,43.31
10,DE,Delaware,47-4031,Fence Erectors,60.0,0.86,0.127,48010.0,46980.0,39970.0,41850.0,49400.0,54280.0,23.08,22.59
10,DE,Delaware,47-4041,Hazardous Materials Removal Workers,,,,39140.0,38330.0,31200.0,31200.0,41850.0,41850.0,18.82,18.43
10,DE,Delaware,47-4051,Highway Maintenance Workers,90.0,0.2,0.194,40380.0,44210.0,31640.0,34790.0,48080.0,61440.0,19.41,21.26
10,DE,Delaware,47-4061,Rail-Track Laying and Maintenance Equipment Operators,90.0,1.71,0.182,86330.0,77900.0,47950.0,66930.0,86330.0,97140.0,41.51,37.45
10,DE,Delaware,47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,110.0,1.27,0.238,42800.0,43680.0,36050.0,38110.0,47990.0,51690.0,20.58,21.0
10,DE,Delaware,47-4090,Miscellaneous Construction and Related Workers,210.0,2.05,0.447,45280.0,47850.0,38260.0,39230.0,51920.0,65260.0,21.77,23.01
10,DE,Delaware,47-5022,"Excavating and Loading Machine and Dragline Operators, Surface Mining",60.0,0.61,0.135,55300.0,64630.0,45950.0,46060.0,64880.0,111320.0,26.59,31.07
10,DE,Delaware,47-5023,"Earth Drillers, Except Oil and Gas",40.0,0.73,0.083,68070.0,75160.0,59280.0,59290.0,75700.0,127550.0,32.73,36.13
10,DE,Delaware,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",1900.0,1.03,3.997,83200.0,86800.0,58810.0,65110.0,103220.0,124990.0,40.0,41.73
10,DE,Delaware,49-2011,"Computer, Automated Teller, and Office Machine Repairers",240.0,1.04,0.494,48550.0,47250.0,35660.0,38270.0,50320.0,60800.0,23.34,22.72
10,DE,Delaware,49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers",40.0,1.28,0.094,58320.0,59120.0,39750.0,44720.0,68670.0,84650.0,28.04,28.42
10,DE,Delaware,49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",440.0,0.92,0.919,64950.0,66700.0,48580.0,58310.0,78370.0,82990.0,31.23,32.07
10,DE,Delaware,49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",110.0,0.57,0.221,84030.0,81660.0,54810.0,72990.0,92350.0,100480.0,40.4,39.26
10,DE,Delaware,49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",110.0,3.43,0.225,,,,,,,,
10,DE,Delaware,49-2097,Audiovisual Equipment Installers and Repairers,130.0,1.85,0.267,49930.0,53220.0,47320.0,47320.0,52850.0,73070.0,24.0,25.59
10,DE,Delaware,49-2098,Security and Fire Alarm Systems Installers,130.0,0.52,0.276,60820.0,60730.0,37510.0,48810.0,72070.0,83570.0,29.24,29.2
10,DE,Delaware,49-3011,Aircraft Mechanics and Service Technicians,280.0,0.67,0.591,85000.0,87220.0,66420.0,73090.0,94450.0,102830.0,40.86,41.93
10,DE,Delaware,49-3021,Automotive Body and Related Repairers,470.0,0.97,0.981,47370.0,51320.0,36990.0,42920.0,56330.0,74240.0,22.77,24.67
10,DE,Delaware,49-3023,Automotive Service Technicians and Mechanics,1840.0,0.86,3.853,50350.0,54740.0,33890.0,39630.0,63520.0,80690.0,24.21,26.32
10,DE,Delaware,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,640.0,0.72,1.342,61660.0,63740.0,49510.0,52770.0,71410.0,82730.0,29.64,30.64
10,DE,Delaware,49-3041,Farm Equipment Mechanics and Service Technicians,130.0,1.13,0.271,61020.0,57600.0,34230.0,49790.0,68410.0,75440.0,29.34,27.69
10,DE,Delaware,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",450.0,0.8,0.938,63770.0,65300.0,46730.0,52860.0,78770.0,83090.0,30.66,31.39
10,DE,Delaware,49-3043,Rail Car Repairers,70.0,1.25,0.148,77240.0,74400.0,54380.0,62060.0,77240.0,92870.0,37.14,35.77
10,DE,Delaware,49-3051,Motorboat Mechanics and Service Technicians,110.0,1.45,0.228,50290.0,52670.0,34040.0,40310.0,62530.0,73010.0,24.18,25.32
10,DE,Delaware,49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,100.0,0.91,0.201,47930.0,50030.0,40710.0,44100.0,53430.0,60950.0,23.05,24.05
10,DE,Delaware,49-3091,Bicycle Repairers,40.0,1.11,0.09,35300.0,38360.0,33010.0,33010.0,46910.0,46920.0,16.97,18.44
10,DE,Delaware,49-3092,Recreational Vehicle Service Technicians,40.0,0.73,0.088,46790.0,43720.0,38050.0,38950.0,46790.0,46790.0,22.5,21.02
10,DE,Delaware,49-3093,Tire Repairers and Changers,290.0,0.87,0.605,43920.0,42900.0,33340.0,39000.0,47340.0,47990.0,21.12,20.63
10,DE,Delaware,49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",180.0,1.27,0.386,81580.0,83980.0,50820.0,65100.0,110350.0,112560.0,39.22,40.38
10,DE,Delaware,49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",1790.0,1.46,3.767,59940.0,64530.0,44460.0,48980.0,76730.0,95160.0,28.82,31.03
10,DE,Delaware,49-9031,Home Appliance Repairers,110.0,1.09,0.225,52000.0,51260.0,35600.0,47460.0,57950.0,59300.0,25.0,24.64
10,DE,Delaware,49-9041,Industrial Machinery Mechanics,1040.0,0.79,2.173,65560.0,69580.0,48030.0,56690.0,81870.0,97470.0,31.52,33.45
10,DE,Delaware,49-9043,"Maintenance Workers, Machinery",40.0,0.21,0.078,62790.0,59500.0,43290.0,48730.0,62790.0,62790.0,30.19,28.61
10,DE,Delaware,49-9044,Millwrights,,,,51330.0,70610.0,39320.0,48010.0,104750.0,107620.0,24.68,33.95
10,DE,Delaware,49-9051,Electrical Power-Line Installers and Repairers,190.0,0.51,0.408,87460.0,89560.0,60940.0,75550.0,103500.0,121440.0,42.05,43.06
10,DE,Delaware,49-9052,Telecommunications Line Installers and Repairers,530.0,1.74,1.108,82150.0,76130.0,38660.0,55060.0,97790.0,99700.0,39.5,36.6
10,DE,Delaware,49-9062,Medical Equipment Repairers,220.0,1.18,0.466,,,,,,,,
10,DE,Delaware,49-9069,"Precision Instrument and Equipment Repairers, All Other",80.0,2.79,0.175,80240.0,77780.0,57800.0,62520.0,88680.0,94350.0,38.58,37.4
10,DE,Delaware,49-9071,"Maintenance and Repair Workers, General",3540.0,0.75,7.428,49130.0,54230.0,35940.0,41470.0,64200.0,80720.0,23.62,26.07
10,DE,Delaware,49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",,,,51150.0,51960.0,39140.0,47520.0,58040.0,60980.0,24.59,24.98
10,DE,Delaware,49-9094,Locksmiths and Safe Repairers,110.0,2.37,0.239,50520.0,58300.0,40740.0,45070.0,70000.0,91190.0,24.29,28.03
10,DE,Delaware,49-9098,"Helpers--Installation, Maintenance, and Repair Workers",480.0,1.61,1.016,37440.0,39730.0,31200.0,33930.0,44200.0,52000.0,18.0,19.1
10,DE,Delaware,49-9099,"Installation, Maintenance, and Repair Workers, All Other",440.0,0.78,0.93,48470.0,51210.0,36000.0,40240.0,58240.0,73950.0,23.31,24.62
10,DE,Delaware,51-1011,First-Line Supervisors of Production and Operating Workers,1450.0,0.68,3.043,77390.0,81140.0,52460.0,63590.0,98410.0,114950.0,37.21,39.01
10,DE,Delaware,51-2028,"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers",500.0,0.62,1.049,37890.0,42860.0,29860.0,34040.0,47630.0,61290.0,18.22,20.61
10,DE,Delaware,51-2041,Structural Metal Fabricators and Fitters,150.0,0.89,0.308,43910.0,46290.0,30750.0,38980.0,49920.0,61320.0,21.11,22.26
10,DE,Delaware,51-2090,Miscellaneous Assemblers and Fabricators,910.0,0.2,1.907,38660.0,41280.0,33590.0,36430.0,44390.0,51580.0,18.59,19.84
10,DE,Delaware,51-3011,Bakers,220.0,0.31,0.463,37370.0,39300.0,29980.0,31060.0,43720.0,56590.0,17.97,18.89
10,DE,Delaware,51-3021,Butchers and Meat Cutters,230.0,0.54,0.492,47170.0,46480.0,30960.0,40040.0,52290.0,59400.0,22.68,22.35
10,DE,Delaware,51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",5770.0,13.23,12.107,34060.0,34240.0,33690.0,34060.0,34870.0,35010.0,16.38,16.46
10,DE,Delaware,51-3023,Slaughterers and Meat Packers,150.0,0.71,0.312,29220.0,31650.0,29120.0,29120.0,35560.0,38740.0,14.05,15.22
10,DE,Delaware,51-3092,Food Batchmakers,450.0,0.84,0.937,36340.0,40240.0,29650.0,31790.0,51660.0,57630.0,17.47,19.35
10,DE,Delaware,51-3099,"Food Processing Workers, All Other",490.0,2.72,1.023,38580.0,39150.0,38230.0,38480.0,38760.0,43100.0,18.55,18.82
10,DE,Delaware,51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",490.0,2.39,1.019,50410.0,50380.0,35740.0,41880.0,55170.0,63510.0,24.23,24.22
10,DE,Delaware,51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",210.0,0.4,0.449,39170.0,40930.0,34760.0,35980.0,44920.0,51210.0,18.83,19.68
10,DE,Delaware,51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",90.0,0.39,0.179,32390.0,37250.0,31800.0,31800.0,41530.0,51240.0,15.57,17.91
10,DE,Delaware,51-4041,Machinists,390.0,0.43,0.825,60320.0,62340.0,38930.0,46830.0,73110.0,96220.0,29.0,29.97
10,DE,Delaware,51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",210.0,0.43,0.43,46690.0,45450.0,35980.0,42630.0,47140.0,54310.0,22.45,21.85
10,DE,Delaware,51-4121,"Welders, Cutters, Solderers, and Brazers",510.0,0.39,1.08,56510.0,61310.0,44070.0,48980.0,70350.0,92410.0,27.17,29.48
10,DE,Delaware,51-5111,Prepress Technicians and Workers,30.0,0.43,0.064,58470.0,53930.0,32970.0,40090.0,63330.0,64220.0,28.11,25.93
10,DE,Delaware,51-5112,Printing Press Operators,220.0,0.48,0.453,45910.0,48230.0,36400.0,39000.0,52250.0,62570.0,22.07,23.19
10,DE,Delaware,51-5113,Print Binding and Finishing Workers,70.0,0.58,0.138,57240.0,53110.0,39230.0,48460.0,57770.0,60310.0,27.52,25.53
10,DE,Delaware,51-6011,Laundry and Dry-Cleaning Workers,540.0,0.89,1.131,32250.0,32660.0,27680.0,28880.0,35480.0,37440.0,15.51,15.7
10,DE,Delaware,51-6021,"Pressers, Textile, Garment, and Related Materials",50.0,0.59,0.103,35620.0,33770.0,31200.0,31200.0,35620.0,35620.0,17.13,16.24
10,DE,Delaware,51-6031,Sewing Machine Operators,50.0,0.14,0.099,35320.0,35450.0,27560.0,27560.0,38440.0,45920.0,16.98,17.05
10,DE,Delaware,51-6052,"Tailors, Dressmakers, and Custom Sewers",,,,43010.0,41820.0,33950.0,39150.0,46340.0,47540.0,20.68,20.11
10,DE,Delaware,51-6093,Upholsterers,30.0,0.47,0.064,46030.0,48240.0,43720.0,43730.0,48410.0,50270.0,22.13,23.19
10,DE,Delaware,51-7011,Cabinetmakers and Bench Carpenters,90.0,0.36,0.186,53830.0,51620.0,29320.0,40620.0,59690.0,68970.0,25.88,24.82
10,DE,Delaware,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",30.0,0.26,0.073,40580.0,39410.0,30510.0,30510.0,48210.0,48210.0,19.51,18.95
10,DE,Delaware,51-8013,Power Plant Operators,70.0,0.72,0.143,101790.0,104450.0,82970.0,97350.0,120150.0,120150.0,48.94,50.22
10,DE,Delaware,51-8021,Stationary Engineers and Boiler Operators,50.0,0.57,0.114,78280.0,77390.0,67660.0,70580.0,82620.0,85820.0,37.64,37.21
